5000	40118
6	1543	225
1543	6	197
6	1736	225
1736	6	22
6	1784	225
1784	6	29
6	2011	225
2011	6	99
6	2081	225
2081	6	192
6	2093	225
2093	6	112
6	2260	225
2260	6	245
6	2266	225
2266	6	4
6	2694	225
2694	6	59
6	2804	225
2804	6	79
6	3078	225
3078	6	235
6	3090	225
3090	6	0
6	3185	225
3185	6	347
6	3338	225
3338	6	376
6	3691	225
3691	6	142
6	3701	225
3701	6	373
6	4019	225
4019	6	393
6	4030	225
4030	6	183
6	4082	225
4082	6	361
6	4232	225
4232	6	111
6	4336	225
4336	6	379
6	4398	225
4398	6	45
6	4414	225
4414	6	248
6	3329	225
3329	6	152
6	2703	225
2703	6	41
7	1046	139
1046	7	306
7	2093	139
2093	7	112
7	4082	139
4082	7	361
7	4232	139
4232	7	111
7	4414	139
4414	7	248
7	1696	139
1696	7	299
4686	491	383
491	4686	5
4686	665	383
665	4686	163
4686	1046	383
1046	4686	306
4686	1337	383
1337	4686	184
4686	1386	383
1386	4686	232
4686	1496	383
1496	4686	396
4686	2093	383
2093	4686	112
4686	2261	383
2261	4686	113
4686	2500	383
2500	4686	203
4686	2821	383
2821	4686	92
4686	3424	383
3424	4686	273
4686	4082	383
4082	4686	361
4686	4132	383
4132	4686	51
4686	4232	383
4232	4686	111
4686	4414	383
4414	4686	248
1433	445	24
445	1433	365
1433	1046	24
1046	1433	306
1433	2093	24
2093	1433	112
1433	4082	24
4082	1433	361
1433	4232	24
4232	1433	111
1433	4414	24
4414	1433	248
1975	2488	54
2488	1975	301
1975	3009	54
3009	1975	106
1975	4082	54
4082	1975	361
8	1046	79
1046	8	306
8	2093	79
2093	8	112
8	4082	79
4082	8	361
8	4232	79
4232	8	111
8	4414	79
4414	8	248
9	131	171
131	9	229
9	437	171
437	9	149
9	602	171
602	9	224
9	643	171
643	9	153
9	1046	171
1046	9	306
9	1057	171
1057	9	298
9	1163	171
1163	9	6
9	1393	171
1393	9	47
9	1431	171
1431	9	386
9	1464	171
1464	9	340
9	2093	171
2093	9	112
9	2242	171
2242	9	294
9	2250	171
2250	9	43
9	2300	171
2300	9	51
9	2349	171
2349	9	355
9	2932	171
2932	9	0
9	2981	171
2981	9	331
9	3206	171
3206	9	297
9	3642	171
3642	9	291
9	3910	171
3910	9	267
9	3982	171
3982	9	187
9	4057	171
4057	9	367
9	4082	171
4082	9	361
9	4232	171
4232	9	111
9	4273	171
4273	9	88
9	4414	171
4414	9	248
9	4582	171
4582	9	193
9	4762	171
4762	9	4
9	4769	171
4769	9	10
9	4879	171
4879	9	148
10	1046	251
1046	10	306
10	2093	251
2093	10	112
10	4082	251
4082	10	361
10	4232	251
4232	10	111
10	4414	251
4414	10	248
10	85	251
85	10	147
10	1108	251
1108	10	378
10	486	251
486	10	158
1976	164	288
164	1976	368
1976	3360	288
3360	1976	161
1976	450	288
450	1976	57
1976	557	288
557	1976	9
1976	1046	288
1046	1976	306
1976	2093	288
2093	1976	112
1976	4082	288
4082	1976	361
1976	4232	288
4232	1976	111
1976	4414	288
4414	1976	248
1976	505	288
505	1976	215
1434	236	354
236	1434	106
1434	4620	354
4620	1434	241
1434	4923	354
4923	1434	178
1434	4005	354
4005	1434	204
1434	3479	354
3479	1434	329
1434	2825	354
2825	1434	55
1434	1696	354
1696	1434	299
1434	1046	354
1046	1434	306
1434	1379	354
1379	1434	19
1434	1400	354
1400	1434	37
1434	2093	354
2093	1434	112
1434	2708	354
2708	1434	303
1434	4082	354
4082	1434	361
1434	4232	354
4232	1434	111
1434	4414	354
4414	1434	248
1434	4423	354
4423	1434	220
1434	685	354
685	1434	270
1977	2830	23
2830	1977	30
1977	3636	23
3636	1977	201
3052	3636	346
3636	3052	201
11	569	217
569	11	113
11	644	217
644	11	161
11	711	217
711	11	302
11	841	217
841	11	162
11	1022	217
1022	11	395
11	1046	217
1046	11	306
11	1522	217
1522	11	257
11	1786	217
1786	11	130
11	1904	217
1904	11	129
11	2050	217
2050	11	152
11	2093	217
2093	11	112
11	2221	217
2221	11	202
11	2656	217
2656	11	291
11	2661	217
2661	11	150
11	2943	217
2943	11	24
11	2944	217
2944	11	72
11	3038	217
3038	11	368
11	3108	217
3108	11	40
11	3151	217
3151	11	145
11	3233	217
3233	11	225
11	3328	217
3328	11	42
11	3499	217
3499	11	287
11	3744	217
3744	11	80
11	3757	217
3757	11	296
11	4082	217
4082	11	361
11	4123	217
4123	11	193
11	4232	217
4232	11	111
11	4414	217
4414	11	248
11	4502	217
4502	11	384
11	4570	217
4570	11	140
11	4733	217
4733	11	304
11	355	217
355	11	69
11	3433	217
3433	11	351
4687	12	20
12	4687	18
4687	1558	20
1558	4687	363
4687	2417	20
2417	4687	222
4687	2552	20
2552	4687	89
4687	3420	20
3420	4687	393
4687	3844	20
3844	4687	35
4687	4232	20
4232	4687	111
4687	4344	20
4344	4687	90
4687	4496	20
4496	4687	294
3604	119	362
119	3604	299
3604	1046	362
1046	3604	306
3604	2093	362
2093	3604	112
3604	4082	362
4082	3604	361
3604	4232	362
4232	3604	111
3604	4414	362
4414	3604	248
3604	2564	362
2564	3604	153
3604	292	362
292	3604	35
12	72	18
72	12	294
12	566	18
566	12	203
12	611	18
611	12	214
12	705	18
705	12	161
12	1261	18
1261	12	18
12	1266	18
1266	12	242
12	1301	18
1301	12	200
12	1443	18
1443	12	115
12	1505	18
1505	12	382
12	1552	18
1552	12	42
12	1718	18
1718	12	324
12	1767	18
1767	12	225
12	1822	18
1822	12	24
12	1862	18
1862	12	34
12	2083	18
2083	12	277
12	2183	18
2183	12	102
12	2541	18
2541	12	187
12	2552	18
2552	12	89
12	2660	18
2660	12	343
12	2860	18
2860	12	196
12	2982	18
2982	12	206
12	3043	18
3043	12	195
12	3201	18
3201	12	379
12	3202	18
3202	12	247
12	3300	18
3300	12	33
12	3392	18
3392	12	221
12	3420	18
3420	12	393
12	3446	18
3446	12	52
12	3516	18
3516	12	141
12	3684	18
3684	12	189
12	3773	18
3773	12	160
12	3822	18
3822	12	47
12	3833	18
3833	12	319
12	3994	18
3994	12	123
12	4176	18
4176	12	318
12	4232	18
4232	12	111
12	4237	18
4237	12	187
12	4307	18
4307	12	309
12	4379	18
4379	12	64
12	4407	18
4407	12	364
12	4415	18
4415	12	181
12	4416	18
4416	12	174
12	4788	18
4788	12	133
12	4909	18
4909	12	54
12	4973	18
4973	12	368
12	3129	18
3129	12	103
4141	1458	67
1458	4141	380
4141	2488	67
2488	4141	301
4141	3636	67
3636	4141	201
3605	15	280
15	3605	189
3605	4827	280
4827	3605	161
3605	4588	280
4588	3605	292
3605	579	280
579	3605	163
3605	784	280
784	3605	202
3605	1046	280
1046	3605	306
3605	1155	280
1155	3605	12
3605	1709	280
1709	3605	44
3605	2093	280
2093	3605	112
3605	2940	280
2940	3605	378
3605	3131	280
3131	3605	320
3605	4082	280
4082	3605	361
3605	4232	280
4232	3605	111
3605	4341	280
4341	3605	53
3605	4414	280
4414	3605	248
3053	22	302
22	3053	156
3053	4937	302
4937	3053	369
3053	1046	302
1046	3053	306
3053	2093	302
2093	3053	112
3053	4082	302
4082	3053	361
3053	4232	302
4232	3053	111
3053	4414	302
4414	3053	248
2520	214	142
214	2520	18
2520	1046	142
1046	2520	306
2520	2093	142
2093	2520	112
2520	4082	142
4082	2520	361
2520	4232	142
4232	2520	111
2520	4414	142
4414	2520	248
2520	1149	142
1149	2520	176
13	4528	54
4528	13	321
13	1089	54
1089	13	309
13	3300	54
3300	13	33
13	2183	54
2183	13	102
13	2552	54
2552	13	89
13	4232	54
4232	13	111
13	2764	54
2764	13	46
13	4509	54
4509	13	193
13	3649	54
3649	13	392
13	2008	54
2008	13	196
13	3897	54
3897	13	243
13	1405	54
1405	13	16
13	4717	54
4717	13	228
13	1326	54
1326	13	338
13	3876	54
3876	13	16
13	2417	54
2417	13	222
13	3546	54
3546	13	126
13	1968	54
1968	13	216
13	1930	54
1930	13	179
13	3776	54
3776	13	94
13	4875	54
4875	13	86
13	2158	54
2158	13	45
13	3487	54
3487	13	309
13	2038	54
2038	13	111
1435	2488	339
2488	1435	301
4688	385	32
385	4688	56
4688	1046	32
1046	4688	306
4688	2093	32
2093	4688	112
4688	4082	32
4082	4688	361
4688	4232	32
4232	4688	111
4688	4414	32
4414	4688	248
4688	4279	32
4279	4688	104
1436	548	393
548	1436	277
1436	1046	393
1046	1436	306
1436	2093	393
2093	1436	112
1436	4082	393
4082	1436	361
1436	4232	393
4232	1436	111
1436	4414	393
4414	1436	248
1436	910	393
910	1436	80
952	46	63
46	952	325
952	4424	63
4424	952	393
952	1046	63
1046	952	306
952	2093	63
2093	952	112
952	4082	63
4082	952	361
952	4232	63
4232	952	111
952	4414	63
4414	952	248
952	551	63
551	952	284
14	134	18
134	14	120
14	485	18
485	14	79
14	625	18
625	14	133
14	773	18
773	14	384
14	1046	18
1046	14	306
14	1054	18
1054	14	61
14	1115	18
1115	14	8
14	1333	18
1333	14	17
14	1541	18
1541	14	377
14	1556	18
1556	14	209
14	2093	18
2093	14	112
14	2102	18
2102	14	110
14	2143	18
2143	14	347
14	2150	18
2150	14	98
14	2233	18
2233	14	146
14	2849	18
2849	14	45
14	3060	18
3060	14	78
14	3196	18
3196	14	245
14	3781	18
3781	14	169
14	3898	18
3898	14	298
14	4006	18
4006	14	59
14	4033	18
4033	14	128
14	4082	18
4082	14	361
14	4122	18
4122	14	255
14	4179	18
4179	14	222
14	4232	18
4232	14	111
14	4275	18
4275	14	390
14	4414	18
4414	14	248
14	4460	18
4460	14	42
14	4569	18
4569	14	140
15	579	189
579	15	163
15	784	189
784	15	202
15	1046	189
1046	15	306
15	1155	189
1155	15	12
15	1709	189
1709	15	44
15	2093	189
2093	15	112
15	2940	189
2940	15	378
15	3131	189
3131	15	320
15	4082	189
4082	15	361
15	4232	189
4232	15	111
15	4341	189
4341	15	53
15	4414	189
4414	15	248
15	4588	189
4588	15	292
15	4827	189
4827	15	161
16	801	182
801	16	208
16	814	182
814	16	351
16	1087	182
1087	16	372
16	1359	182
1359	16	11
16	1641	182
1641	16	305
16	1934	182
1934	16	218
16	2229	182
2229	16	48
16	2552	182
2552	16	89
16	3295	182
3295	16	223
16	3346	182
3346	16	326
16	3594	182
3594	16	250
16	3823	182
3823	16	354
16	4075	182
4075	16	24
16	4232	182
4232	16	111
16	4840	182
4840	16	77
953	215	91
215	953	327
953	4929	91
4929	953	219
953	4666	91
4666	953	306
953	4870	91
4870	953	323
953	4189	91
4189	953	186
953	3508	91
3508	953	87
953	2169	91
2169	953	125
953	1906	91
1906	953	162
953	1747	91
1747	953	97
953	1082	91
1082	953	81
953	1046	91
1046	953	306
953	2093	91
2093	953	112
953	4082	91
4082	953	361
953	4232	91
4232	953	111
953	4414	91
4414	953	248
953	593	91
593	953	284
953	545	91
545	953	99
1978	112	222
112	1978	99
1978	4834	222
4834	1978	183
1978	3529	222
3529	1978	333
1978	3579	222
3579	1978	250
1978	2748	222
2748	1978	320
1978	2397	222
2397	1978	8
1978	2130	222
2130	1978	140
1978	219	222
219	1978	351
1978	1046	222
1046	1978	306
1978	1661	222
1661	1978	152
1978	2093	222
2093	1978	112
1978	2360	222
2360	1978	346
1978	2536	222
2536	1978	228
1978	2555	222
2555	1978	95
1978	3459	222
3459	1978	20
1978	3492	222
3492	1978	116
1978	4028	222
4028	1978	380
1978	4082	222
4082	1978	361
1978	4232	222
4232	1978	111
1978	4414	222
4414	1978	248
1978	4643	222
4643	1978	166
1978	4682	222
4682	1978	278
1978	4924	222
4924	1978	365
1978	1167	222
1167	1978	240
1978	1183	222
1183	1978	316
1978	1002	222
1002	1978	399
1978	586	222
586	1978	190
17	1046	290
1046	17	306
17	1255	290
1255	17	272
17	1538	290
1538	17	335
17	1651	290
1651	17	23
17	1919	290
1919	17	226
17	2093	290
2093	17	112
17	2518	290
2518	17	286
17	2717	290
2717	17	154
17	3021	290
3021	17	281
17	3175	290
3175	17	243
17	3883	290
3883	17	292
17	4082	290
4082	17	361
17	4138	290
4138	17	94
17	4232	290
4232	17	111
17	4414	290
4414	17	248
954	2488	342
2488	954	301
18	1046	57
1046	18	306
18	2093	57
2093	18	112
18	4082	57
4082	18	361
18	4232	57
4232	18	111
18	4414	57
4414	18	248
19	1046	151
1046	19	306
19	2093	151
2093	19	112
19	4082	151
4082	19	361
19	4232	151
4232	19	111
19	4414	151
4414	19	248
955	4083	128
4083	955	187
955	4115	128
4115	955	126
955	3924	128
3924	955	294
955	4235	128
4235	955	111
955	4074	128
4074	955	58
955	3997	128
3997	955	293
955	3284	128
3284	955	352
955	3005	128
3005	955	97
955	3243	128
3243	955	107
955	2598	128
2598	955	353
955	2578	128
2578	955	370
955	1074	128
1074	955	348
955	519	128
519	955	337
955	187	128
187	955	237
955	2055	128
2055	955	314
955	1046	128
1046	955	306
955	2093	128
2093	955	112
955	4082	128
4082	955	361
955	4232	128
4232	955	111
955	4414	128
4414	955	248
3054	91	56
91	3054	389
3054	4535	56
4535	3054	348
3054	1046	56
1046	3054	306
3054	2093	56
2093	3054	112
3054	4082	56
4082	3054	361
3054	4232	56
4232	3054	111
3054	4414	56
4414	3054	248
4142	113	90
113	4142	297
4142	252	90
252	4142	255
4142	1046	90
1046	4142	306
4142	2093	90
2093	4142	112
4142	4082	90
4082	4142	361
4142	4232	90
4232	4142	111
4142	4414	90
4414	4142	248
4142	1788	90
1788	4142	116
1979	281	112
281	1979	179
1979	4593	112
4593	1979	399
1979	4489	112
4489	1979	257
1979	4281	112
4281	1979	60
1979	3990	112
3990	1979	106
1979	3777	112
3777	1979	248
1979	3791	112
3791	1979	212
1979	3468	112
3468	1979	143
1979	3838	112
3838	1979	373
1979	2735	112
2735	1979	248
1979	2680	112
2680	1979	321
1979	2025	112
2025	1979	285
1979	564	112
564	1979	73
1979	839	112
839	1979	270
1979	1109	112
1109	1979	258
1979	1135	112
1135	1979	264
1979	1269	112
1269	1979	280
1979	1388	112
1388	1979	307
1979	1462	112
1462	1979	248
1979	2552	112
2552	1979	89
1979	4232	112
4232	1979	111
1979	4853	112
4853	1979	386
4689	1380	183
1380	4689	335
4689	754	183
754	4689	181
4689	2673	183
2673	4689	281
4689	3820	183
3820	4689	33
4689	4228	183
4228	4689	115
4689	4878	183
4878	4689	269
2521	22	290
22	2521	156
2521	4937	290
4937	2521	369
2521	1046	290
1046	2521	306
2521	2093	290
2093	2521	112
2521	4082	290
4082	2521	361
2521	4232	290
4232	2521	111
2521	4414	290
4414	2521	248
20	289	113
289	20	329
20	573	113
573	20	157
20	656	113
656	20	143
20	1243	113
1243	20	145
20	1442	113
1442	20	304
20	1613	113
1613	20	193
20	2083	113
2083	20	277
20	2483	113
2483	20	178
20	2552	113
2552	20	89
20	2676	113
2676	20	201
20	2764	113
2764	20	46
20	3043	113
3043	20	195
20	3183	113
3183	20	11
20	3192	113
3192	20	253
20	3201	113
3201	20	379
20	3420	113
3420	20	393
20	3573	113
3573	20	389
20	3773	113
3773	20	160
20	3822	113
3822	20	47
20	3844	113
3844	20	35
20	3955	113
3955	20	396
20	4192	113
4192	20	160
20	4232	113
4232	20	111
20	4240	113
4240	20	307
20	4307	113
4307	20	309
20	4496	113
4496	20	294
20	4909	113
4909	20	54
20	4973	113
4973	20	368
21	1046	234
1046	21	306
21	2093	234
2093	21	112
21	4082	234
4082	21	361
21	4232	234
4232	21	111
21	4414	234
4414	21	248
21	4826	234
4826	21	29
22	503	156
503	22	183
22	670	156
670	22	293
22	983	156
983	22	82
22	992	156
992	22	35
22	997	156
997	22	263
22	1046	156
1046	22	306
22	1062	156
1062	22	148
22	1201	156
1201	22	388
22	1548	156
1548	22	286
22	1554	156
1554	22	69
22	1752	156
1752	22	383
22	1754	156
1754	22	197
22	1765	156
1765	22	213
22	1897	156
1897	22	134
22	2028	156
2028	22	343
22	2092	156
2092	22	377
22	2093	156
2093	22	112
22	2587	156
2587	22	166
22	2852	156
2852	22	309
22	3209	156
3209	22	354
22	3236	156
3236	22	285
22	3332	156
3332	22	320
22	3673	156
3673	22	104
22	4082	156
4082	22	361
22	4232	156
4232	22	111
22	4414	156
4414	22	248
22	4579	156
4579	22	123
22	4937	156
4937	22	369
22	4945	156
4945	22	70
22	2125	156
2125	22	86
4690	301	269
301	4690	135
4690	1046	269
1046	4690	306
4690	2093	269
2093	4690	112
4690	4082	269
4082	4690	361
4690	4232	269
4232	4690	111
4690	4414	269
4414	4690	248
4690	4151	269
4151	4690	375
3055	2830	190
2830	3055	30
3055	3636	190
3636	3055	201
956	107	7
107	956	28
956	4381	7
4381	956	389
956	1046	7
1046	956	306
956	2093	7
2093	956	112
956	4082	7
4082	956	361
956	4232	7
4232	956	111
956	4414	7
4414	956	248
23	1046	151
1046	23	306
23	1102	151
1102	23	8
23	1265	151
1265	23	290
23	1806	151
1806	23	161
23	1892	151
1892	23	376
23	2077	151
2077	23	31
23	2093	151
2093	23	112
23	2342	151
2342	23	356
23	2445	151
2445	23	343
23	2492	151
2492	23	124
23	2517	151
2517	23	74
23	2529	151
2529	23	355
23	2690	151
2690	23	343
23	3356	151
3356	23	131
23	3475	151
3475	23	72
23	3591	151
3591	23	35
23	3734	151
3734	23	282
23	3797	151
3797	23	254
23	3906	151
3906	23	157
23	3938	151
3938	23	159
23	3986	151
3986	23	49
23	4082	151
4082	23	361
23	4144	151
4144	23	98
23	4230	151
4230	23	308
23	4232	151
4232	23	111
23	4335	151
4335	23	292
23	4414	151
4414	23	248
23	4524	151
4524	23	256
23	4912	151
4912	23	242
3056	290	210
290	3056	306
3056	1046	210
1046	3056	306
3056	2093	210
2093	3056	112
3056	4082	210
4082	3056	361
3056	4232	210
4232	3056	111
3056	4414	210
4414	3056	248
3056	2390	210
2390	3056	103
3057	3981	122
3981	3057	32
3057	2745	122
2745	3057	138
3057	3304	122
3304	3057	371
3057	3551	122
3551	3057	92
24	211	14
211	24	394
24	1177	14
1177	24	51
24	1254	14
1254	24	15
24	1542	14
1542	24	34
24	1705	14
1705	24	173
24	1815	14
1815	24	340
24	2418	14
2418	24	257
24	2552	14
2552	24	89
24	2599	14
2599	24	162
24	2654	14
2654	24	28
24	2751	14
2751	24	106
24	2905	14
2905	24	138
24	3696	14
3696	24	0
24	3999	14
3999	24	129
24	4003	14
4003	24	380
24	4232	14
4232	24	111
24	4285	14
4285	24	34
24	4294	14
4294	24	67
24	4775	14
4775	24	329
24	4853	14
4853	24	386
957	2488	66
2488	957	301
957	2830	66
2830	957	30
958	3636	54
3636	958	201
25	1046	279
1046	25	306
25	2093	279
2093	25	112
25	4082	279
4082	25	361
25	4232	279
4232	25	111
25	4414	279
4414	25	248
25	4131	279
4131	25	114
25	781	279
781	25	301
4143	214	115
214	4143	18
4143	4824	115
4824	4143	124
4143	920	115
920	4143	348
4143	1046	115
1046	4143	306
4143	1755	115
1755	4143	71
4143	1891	115
1891	4143	77
4143	1947	115
1947	4143	384
4143	2093	115
2093	4143	112
4143	2364	115
2364	4143	396
4143	2465	115
2465	4143	164
4143	2950	115
2950	4143	276
4143	3474	115
3474	4143	85
4143	3609	115
3609	4143	138
4143	4082	115
4082	4143	361
4143	4232	115
4232	4143	111
4143	4414	115
4414	4143	248
4143	1149	115
1149	4143	176
26	1046	215
1046	26	306
26	649	215
649	26	116
26	720	215
720	26	207
26	1587	215
1587	26	280
26	1758	215
1758	26	137
26	2093	215
2093	26	112
26	2216	215
2216	26	114
26	2226	215
2226	26	174
26	2375	215
2375	26	59
26	2904	215
2904	26	353
26	2975	215
2975	26	259
26	4082	215
4082	26	361
26	4085	215
4085	26	396
26	4232	215
4232	26	111
26	4350	215
4350	26	70
26	4414	215
4414	26	248
26	2290	215
2290	26	164
27	2552	185
2552	27	89
27	4232	185
4232	27	111
27	4702	185
4702	27	70
1980	316	90
316	1980	392
1980	4741	90
4741	1980	394
1980	1046	90
1046	1980	306
1980	2093	90
2093	1980	112
1980	4082	90
4082	1980	361
1980	4232	90
4232	1980	111
1980	4414	90
4414	1980	248
28	1046	348
1046	28	306
28	1223	348
1223	28	164
28	1526	348
1526	28	215
28	1740	348
1740	28	327
28	1778	348
1778	28	26
28	2093	348
2093	28	112
28	2634	348
2634	28	29
28	2994	348
2994	28	65
28	4016	348
4016	28	263
28	4082	348
4082	28	361
28	4232	348
4232	28	111
28	4249	348
4249	28	364
28	4387	348
4387	28	57
28	4414	348
4414	28	248
28	4678	348
4678	28	64
29	1046	106
1046	29	306
29	2093	106
2093	29	112
29	4082	106
4082	29	361
29	4232	106
4232	29	111
29	4414	106
4414	29	248
3606	214	58
214	3606	18
3606	1046	58
1046	3606	306
3606	2093	58
2093	3606	112
3606	4082	58
4082	3606	361
3606	4232	58
4232	3606	111
3606	4414	58
4414	3606	248
3606	1149	58
1149	3606	176
3607	263	353
263	3607	268
3607	4493	353
4493	3607	95
3607	3957	353
3957	3607	144
3607	4171	353
4171	3607	318
3607	3323	353
3323	3607	377
3607	1046	353
1046	3607	306
3607	2093	353
2093	3607	112
3607	4082	353
4082	3607	361
3607	4232	353
4232	3607	111
3607	4414	353
4414	3607	248
3607	2700	353
2700	3607	207
3607	1535	353
1535	3607	108
3607	1589	353
1589	3607	154
3607	1321	353
1321	3607	42
3607	971	353
971	3607	99
3607	849	353
849	3607	351
4144	1046	98
1046	4144	306
4144	2093	98
2093	4144	112
4144	4082	98
4082	4144	361
4144	4232	98
4232	4144	111
4144	4414	98
4414	4144	248
2522	2982	70
2982	2522	206
2522	611	70
611	2522	214
2522	54	70
54	2522	291
2522	4767	70
4767	2522	90
2522	4649	70
4649	2522	77
2522	4303	70
4303	2522	55
2522	4070	70
4070	2522	42
2522	3947	70
3947	2522	59
2522	2820	70
2820	2522	51
2522	640	70
640	2522	12
2522	1154	70
1154	2522	97
2522	1271	70
1271	2522	63
2522	1558	70
1558	2522	363
2522	1670	70
1670	2522	45
2522	1871	70
1871	2522	159
2522	2552	70
2552	2522	89
2522	3544	70
3544	2522	163
2522	4232	70
4232	2522	111
2522	389	70
389	2522	364
2522	161	70
161	2522	20
2522	78	70
78	2522	189
2522	3279	70
3279	2522	147
2522	2548	70
2548	2522	175
2522	2435	70
2435	2522	121
2522	1959	70
1959	2522	306
2522	2035	70
2035	2522	242
2522	1205	70
1205	2522	171
2522	3470	70
3470	2522	195
2522	341	70
341	2522	110
2522	182	70
182	2522	256
2522	2952	70
2952	2522	318
2522	1131	70
1131	2522	150
2522	282	70
282	2522	280
2522	331	70
331	2522	279
2522	3690	70
3690	2522	142
2522	3414	70
3414	2522	139
2522	2775	70
2775	2522	116
2522	2430	70
2430	2522	281
2522	2473	70
2473	2522	210
2522	1509	70
1509	2522	58
2522	1701	70
1701	2522	20
2522	4365	70
4365	2522	319
2522	360	70
360	2522	185
2522	4746	70
4746	2522	371
2522	4886	70
4886	2522	368
2522	3722	70
3722	2522	334
2522	3380	70
3380	2522	239
2522	2755	70
2755	2522	312
2522	2306	70
2306	2522	297
2522	2362	70
2362	2522	379
2522	2586	70
2586	2522	134
2522	2185	70
2185	2522	117
2522	2139	70
2139	2522	309
2522	1203	70
1203	2522	367
2522	1248	70
1248	2522	154
2522	1030	70
1030	2522	328
2522	610	70
610	2522	47
2522	459	70
459	2522	68
2522	2254	70
2254	2522	330
3608	834	349
834	3608	60
3608	4451	349
4451	3608	335
3608	3304	349
3304	3608	371
3608	3345	349
3345	3608	52
30	637	309
637	30	180
30	725	309
725	30	125
30	896	309
896	30	125
30	959	309
959	30	82
30	996	309
996	30	155
30	1046	309
1046	30	306
30	1344	309
1344	30	207
30	1352	309
1352	30	185
30	1452	309
1452	30	58
30	1714	309
1714	30	154
30	1729	309
1729	30	205
30	1779	309
1779	30	95
30	1882	309
1882	30	283
30	2093	309
2093	30	112
30	2515	309
2515	30	314
30	2996	309
2996	30	112
30	3025	309
3025	30	15
30	3170	309
3170	30	178
30	3533	309
3533	30	38
30	3856	309
3856	30	55
30	4082	309
4082	30	361
30	4232	309
4232	30	111
30	4245	309
4245	30	56
30	4372	309
4372	30	311
30	4414	309
4414	30	248
30	4516	309
4516	30	98
30	4772	309
4772	30	127
30	4792	309
4792	30	71
30	4810	309
4810	30	8
30	4866	309
4866	30	280
30	4962	309
4962	30	234
3609	214	138
214	3609	18
3609	4824	138
4824	3609	124
3609	920	138
920	3609	348
3609	1046	138
1046	3609	306
3609	1755	138
1755	3609	71
3609	1891	138
1891	3609	77
3609	1947	138
1947	3609	384
3609	2093	138
2093	3609	112
3609	2364	138
2364	3609	396
3609	2465	138
2465	3609	164
3609	2950	138
2950	3609	276
3609	3474	138
3474	3609	85
3609	4082	138
4082	3609	361
3609	4232	138
4232	3609	111
3609	4414	138
4414	3609	248
3609	1149	138
1149	3609	176
31	851	372
851	31	207
31	936	372
936	31	305
31	1046	372
1046	31	306
31	1052	372
1052	31	247
31	1160	372
