49686	89931
9298	26	77
9298	29	77
9298	33	77
9298	121	77
26	49644	469
26	49645	469
26	2213	469
26	2224	469
26	2225	469
49644	29	252
49644	33	252
49644	121	252
49645	29	357
49645	33	357
49645	121	357
31851	27	178
27	48846	238
27	48847	238
27	2213	238
27	2224	238
27	2225	238
48821	28	348
28	48822	377
28	48823	377
28	2224	377
28	2225	377
29	2213	385
29	2224	385
29	2225	385
31760	30	486
30	31761	239
30	31762	239
30	2224	239
30	2225	239
37775	31	211
31	37776	173
31	37777	173
31	2224	173
10483	32	469
32	39451	210
32	39452	210
32	2213	210
32	2224	210
32	2225	210
33	2213	290
33	2224	290
33	2225	290
17190	34	227
34	48448	344
34	48449	344
34	2213	344
34	2224	344
34	2225	344
29009	35	358
35	42304	252
35	42305	252
35	42306	252
35	2213	252
35	2224	252
35	2225	252
7087	36	480
36	7088	293
36	32809	293
36	48596	293
36	2224	293
36	2225	293
24955	37	133
37	33031	70
37	33032	70
37	33033	70
37	2213	70
37	2224	70
37	2225	70
35252	38	281
38	48605	241
38	48606	241
38	48607	241
38	2224	241
38	2225	241
27171	39	52
39	27172	85
39	27173	85
39	2213	85
39	2224	85
39	2225	85
11332	40	413
40	29880	262
40	36300	262
40	36301	262
40	2213	262
40	2224	262
40	2225	262
15390	41	248
41	37586	5
41	37587	5
41	37588	5
41	2224	5
41	2225	5
30066	42	127
42	48957	272
42	48958	272
42	2213	272
49341	43	31
43	49342	381
43	49344	381
43	49345	381
43	2213	381
43	2224	381
43	2225	381
15238	44	467
44	46016	218
44	46017	218
44	46018	218
44	2213	218
44	2224	218
44	2225	218
42414	45	449
45	47044	8
45	47045	8
45	2213	8
45	2224	8
45	2225	8
36571	46	489
46	36572	122
46	48302	122
46	48303	122
46	2213	122
46	2224	122
46	2225	122
17574	47	227
47	45461	324
47	45462	324
47	45463	324
47	2213	324
47	2224	324
47	2225	324
35194	48	251
48	48631	127
48	48632	127
48	48633	127
48	2213	127
48	2224	127
48	2225	127
15377	49	198
49	25036	334
49	25037	334
49	25038	334
49	2224	334
49	2225	334
24948	50	252
50	49336	153
50	49337	153
50	49338	153
50	2213	153
50	2224	153
50	2225	153
34426	51	278
51	44508	283
51	44509	283
51	44510	283
51	2213	283
51	2224	283
51	2225	283
25174	52	370
52	25214	113
52	25215	113
52	25216	113
52	2213	113
52	2224	113
52	2225	113
24960	53	287
24960	54	287
53	24961	88
53	24962	88
53	24963	88
53	2213	88
53	2224	88
53	2225	88
24961	54	91
24962	54	72
24963	54	224
54	2213	43
54	2224	43
54	2225	43
55	2213	84
55	2224	84
55	2225	84
6917	56	190
56	10360	90
56	42636	90
56	42637	90
56	2213	90
56	2224	90
56	2225	90
39482	57	154
57	47892	257
57	47893	257
57	47894	257
57	2213	257
57	2224	257
57	2225	257
44451	58	231
58	44452	126
58	44453	126
58	2213	126
58	2224	126
58	2225	126
23012	59	29
59	23013	50
59	32724	50
59	32725	50
59	2213	50
59	2224	50
59	2225	50
14465	60	23
60	14466	282
60	14467	282
60	14468	282
60	2213	282
60	2224	282
60	2225	282
46309	61	398
61	48608	81
61	48609	81
61	48610	81
61	2213	81
40660	62	394
62	40661	97
62	40662	97
62	46073	97
62	2224	97
5971	63	471
5971	194	471
63	49661	238
63	49662	238
63	49664	238
63	2213	238
63	2224	238
63	2225	238
49661	194	143
49662	194	226
49664	194	304
9228	64	151
64	49646	146
64	49647	146
64	49648	146
64	2224	146
64	2225	146
10538	65	127
65	47889	128
65	47890	128
65	47891	128
65	2213	128
65	2224	128
65	2225	128
13172	66	176
66	13273	249
66	13274	249
66	13275	249
66	2213	249
66	2224	249
66	2225	249
47170	67	7
67	47171	217
67	47172	217
67	47173	217
67	2213	217
67	2224	217
67	2225	217
10457	68	129
68	18632	479
68	28592	479
68	45818	479
68	2213	479
68	2224	479
68	2225	479
10342	69	63
69	49300	336
69	49301	336
69	49302	336
69	2213	336
69	2224	336
69	2225	336
36217	70	164
70	36218	454
70	36219	454
70	36220	454
70	2213	454
44075	71	351
44075	147	351
71	44076	390
71	44077	390
71	44078	390
71	2213	390
71	2224	390
71	2225	390
44076	147	65
44077	147	90
44078	147	33
5754	72	476
72	49666	296
72	49667	296
72	49668	296
72	2213	296
39540	73	314
73	43546	397
73	43547	397
73	43548	397
73	2213	397
18669	74	201
74	22153	493
74	45870	493
74	45871	493
74	2213	493
74	2224	493
74	2225	493
6844	75	124
75	39364	370
75	39365	370
75	39366	370
75	2213	370
39364	2155	171
39365	2155	15
39366	2155	112
17102	76	411
76	29015	448
76	29016	448
76	29017	448
76	2213	448
22934	77	164
77	45704	155
77	45705	155
77	45706	155
77	2213	155
77	2224	155
77	2225	155
28698	78	402
78	31246	129
78	31247	129
78	43886	129
78	2213	129
78	2224	129
78	2225	129
39374	79	20
39374	80	20
79	47909	19
79	47910	19
79	2213	19
79	2225	19
47909	80	96
47910	80	59
80	2213	470
28711	81	224
81	39361	381
81	39362	381
81	39363	381
81	2213	381
81	2224	381
81	2225	381
37230	82	468
82	37231	170
82	37232	170
82	37233	170
82	2213	170
82	2224	170
82	2225	170
12006	83	381
83	23458	245
83	23459	245
83	48604	245
83	1196	245
83	2213	245
83	2224	245
83	2225	245
22038	84	495
84	22039	371
84	41385	371
84	47248	371
84	2213	371
84	2224	371
84	2225	371
14496	85	39
85	40028	426
85	45740	426
85	45741	426
85	2213	426
85	2224	426
85	2225	426
4415	86	97
86	30171	213
86	30172	213
86	30173	213
86	2213	213
86	2224	213
26312	87	40
87	31852	65
87	31853	65
87	39094	65
87	2213	65
87	2224	65
87	2225	65
40766	88	331
40766	89	331
40766	90	331
40766	91	331
40766	92	331
88	47374	363
88	47375	363
88	47376	363
88	2213	363
47374	89	358
47374	90	358
47374	91	358
47374	92	358
47375	89	386
47375	90	386
47375	91	386
47375	92	386
47376	89	196
47376	90	196
47376	91	196
47376	92	196
89	2224	43
89	2225	43
90	2213	142
90	2224	142
90	2225	142
15490	93	183
93	47683	49
93	47684	49
93	47685	49
93	2224	49
93	2225	49
29892	94	351
29892	171	351
29892	303	351
29892	304	351
29892	305	351
94	49009	227
94	49011	227
94	49012	227
94	2224	227
49009	171	0
49011	171	56
49012	171	151
6099	95	39
95	36468	494
95	36469	494
95	48379	494
95	2224	494
95	2225	494
9231	96	153
96	36542	67
96	36543	67
96	36544	67
96	2224	67
96	2225	67
7266	97	107
97	7267	373
97	7268	373
97	25457	373
97	2213	373
97	2224	373
97	2225	373
42172	98	475
98	43159	388
98	43160	388
98	43161	388
98	2213	388
32718	99	315
99	48597	413
99	48598	413
99	48599	413
99	2224	413
99	2225	413
28996	100	473
100	28997	293
100	28998	293
100	2224	293
100	2225	293
25789	101	464
101	39725	272
101	39726	272
101	39727	272
101	2213	272
101	2224	272
101	2225	272
18311	102	71
102	18875	422
102	29244	422
102	43069	422
102	2213	422
102	2224	422
102	2225	422
18875	2190	376
36858	103	155
103	36859	362
103	36860	362
103	36861	362
103	2224	362
103	2225	362
16853	104	118
104	35170	21
104	35171	21
104	43150	21
104	2213	21
104	2224	21
104	2225	21
25240	105	61
25240	178	61
105	25241	283
105	25243	283
105	49320	283
25241	178	86
25243	178	83
49320	178	339
30056	106	288
30056	244	288
106	47203	133
106	47204	133
106	47205	133
33768	107	127
107	33769	77
107	33770	77
107	33771	77
107	1708	77
107	1774	77
11526	108	184
108	43468	80
108	43469	80
108	43470	80
108	2225	80
35556	109	172
109	39546	473
109	39547	473
109	39548	473
109	1091	473
43140	110	480
110	43141	41
110	43142	41
110	43143	41
110	2224	41
40023	111	110
111	40024	68
111	40025	68
111	40026	68
111	2213	68
29043	112	331
112	30271	178
112	48954	178
112	2213	178
14257	113	259
14257	2270	259
113	14258	428
113	49597	428
113	49598	428
113	2213	428
49597	2270	351
49598	2270	125
3946	114	169
114	10282	475
114	31121	475
114	49123	475
114	2213	475
114	2224	475
8310	115	428
115	49412	296
115	49413	296
115	49414	296
115	2213	296
115	2224	296
115	2225	296
46130	116	41
116	46131	231
116	46132	231
116	1196	231
116	1780	231
116	2174	231
10300	117	323
117	10301	108
117	49620	108
117	49621	108
117	2174	108
117	2213	108
49375	118	70
49375	2130	70
118	49376	300
118	49377	300
118	2174	300
49376	2130	94
49377	2130	66
27546	119	382
27546	669	382
27546	761	382
119	35552	431
119	35553	431
119	35554	431
40842	120	200
40842	779	200
120	40857	224
120	40858	224
120	47323	224
28593	122	225
28593	127	225
28593	128	225
122	28594	458
122	28595	458
122	28596	458
28594	127	365
28594	128	365
28595	127	256
28595	128	256
28596	127	391
28596	128	391
46883	123	176
123	46884	395
123	46885	395
123	46886	395
123	46887	395
123	2225	395
31113	124	434
31113	125	434
124	45238	191
124	45239	191
124	45242	191
124	45243	191
45238	125	433
45239	125	453
45242	125	108
45243	125	74
125	2213	274
46876	126	41
126	46877	422
126	46878	422
126	46879	422
126	46880	422
126	2225	422
25345	127	204
25345	128	204
127	1514	121
127	2224	121
127	2225	121
128	2213	237
128	2224	237
44351	129	354
44351	270	354
129	44352	359
129	44353	359
129	44354	359
129	44356	359
129	2213	359
129	2225	359
44352	270	221
44353	270	55
44354	270	274
44356	270	78
44359	130	355
130	44360	162
130	44361	162
130	44362	162
130	2224	162
130	2225	162
34052	131	258
131	34053	218
131	34054	218
131	34055	218
131	34056	218
131	2213	218
131	2224	218
131	2225	218
47210	132	384
132	47211	253
132	47212	253
132	2213	253
132	2224	253
132	2225	253
18189	133	329
133	26362	118
133	26363	118
133	26364	118
133	2213	118
25247	134	69
134	34808	250
134	34809	250
134	34810	250
134	36310	250
134	2213	250
13280	135	441
135	17616	422
135	24965	422
135	47862	422
135	47863	422
135	2213	422
135	2224	422
135	2225	422
19012	136	224
136	36284	335
136	40169	335
136	40170	335
136	2213	335
136	2224	335
136	2225	335
3982	137	441
137	36223	410
137	36224	410
137	36225	410
137	36226	410
137	2213	410
137	2224	410
137	2225	410
11217	138	142
138	14032	202
138	42088	202
138	42089	202
138	2213	202
138	2224	202
138	2225	202
41534	139	281
41534	202	281
139	47196	156
139	47197	156
139	47198	156
139	47199	156
139	1514	156
139	2213	156
139	2224	156
139	2225	156
47196	202	397
47197	202	391
47198	202	422
47199	202	442
10514	140	252
140	26316	89
140	37773	89
140	37774	89
140	1386	89
140	2225	89
45440	141	40
141	45441	461
141	45442	461
141	45443	461
141	45444	461
141	2213	461
141	2224	461
141	2225	461
33309	142	350
33309	143	350
142	33310	122
142	33311	122
142	47208	122
142	47209	122
142	2213	122
142	2224	122
33310	143	21
33311	143	15
47208	143	166
47209	143	2
25614	144	409
144	25615	141
144	45527	141
144	45528	141
144	45529	141
144	2224	141
144	2225	141
145	45339	413
45339	146	430
146	2213	48
146	2224	48
147	2224	46
28970	148	5
148	28971	15
148	28972	15
148	28973	15
148	49109	15
148	2224	15
148	2225	15
49162	149	359
49162	255	359
149	49163	482
149	49165	482
149	49166	482
149	49167	482
49163	255	41
49165	255	352
49166	255	254
49167	255	160
13389	150	247
150	48418	437
150	48419	437
150	48420	437
150	48421	437
150	2213	437
150	2224	437
150	2225	437
39934	151	358
39934	152	358
39934	258	358
39934	259	358
39934	272	358
151	44927	362
151	44928	362
151	44929	362
151	44930	362
44927	152	1
44927	258	1
44927	259	1
44927	272	1
44928	152	50
44928	258	50
44928	259	50
44928	272	50
44929	152	168
44929	258	168
44929	259	168
44929	272	168
44930	152	358
44930	258	358
44930	259	358
44930	272	358
35866	153	452
153	35867	250
153	35868	250
153	35869	250
153	35870	250
153	2213	250
153	2225	250
39487	154	239
154	42357	291
154	42358	291
154	42359	291
154	42360	291
154	2213	291
18810	155	135
155	18811	437
155	18812	437
155	49339	437
155	49340	437
155	2213	437
155	2224	437
155	2225	437
24371	156	469
24371	266	469
156	49349	146
156	49350	146
156	49352	146
156	49353	146
156	2224	146
156	2225	146
49349	266	100
49350	266	3
49352	266	207
49353	266	45
41599	157	453
157	41600	291
157	41601	291
157	41602	291
157	41603	291
157	2213	291
157	2224	291
157	2225	291
10869	158	334
158	23238	190
158	34229	190
158	34230	190
158	34231	190
158	2213	190
24974	159	398
24974	160	398
24974	189	398
159	24975	301
159	24976	301
159	24977	301
159	24978	301
24975	160	210
24975	189	210
24976	160	239
24976	189	239
24977	160	413
24977	189	413
24978	160	156
24978	189	156
46092	161	135
46092	198	135
161	46093	427
161	46094	427
161	46095	427
46093	198	191
46094	198	63
46095	198	389
33519	162	42
162	33520	202
162	33521	202
162	33522	202
162	33523	202
33521	2231	489
14716	163	386
14716	2081	386
163	35815	173
163	35816	173
163	35817	173
163	35818	173
39692	164	465
39692	302	465
164	39693	150
164	39694	150
164	39695	150
164	39696	150
164	2224	150
164	2225	150
39693	302	273
39694	302	171
39695	302	256
39696	302	79
34086	165	474
34086	1610	474
34086	1731	474
165	42206	97
165	42207	97
165	42208	97
165	42209	97
28586	166	2
166	28587	319
166	28588	319
166	28589	319
166	47330	319
166	2213	319
166	2224	319
166	2225	319
33773	167	288
167	33774	448
167	35665	448
167	35666	448
167	2213	448
15590	168	215
168	15591	376
168	47614	376
168	2213	376
9454	169	46
169	17535	217
169	39066	217
169	39728	217
169	39729	217
169	2213	217
169	2224	217
169	2225	217
28985	170	329
170	49281	392
170	49282	392
170	49283	392
170	49284	392
170	2213	392
171	49010	463
42212	172	267
172	43620	320
172	43621	320
172	46578	320
172	2213	320
172	2224	320
172	2225	320
33308	173	396
173	40579	248
173	40580	248
173	40581	248
173	2225	248
39464	174	211
174	39465	397
174	39466	397
174	39467	397
174	39468	397
174	2213	397
174	2224	397
174	2225	397
22149	175	233
175	47788	443
175	47789	443
175	47790	443
175	47791	443
175	2213	443
23015	176	436
176	35558	164
176	48573	164
176	48574	164
176	48575	164
176	48576	164
176	2213	164
176	2224	164
176	2225	164
45980	177	304
177	45981	177
177	45982	177
177	45983	177
177	45984	177
177	45985	177
177	2213	177
177	2224	177
177	2225	177
25239	178	4
25239	463	4
178	25242	215
178	2213	215
178	2224	215
178	2225	215
14962	179	4
179	31566	155
179	36888	155
179	36889	155
179	36890	155
179	36891	155
179	2213	155
10568	180	492
180	22921	100
180	30266	100
180	37478	100
180	37479	100
180	37480	100
180	2213	100
36557	181	0
181	45752	90
181	45753	90
181	45754	90
181	45755	90
181	45756	90
181	2213	90
181	2224	90
181	2225	90
28381	182	294
182	38406	197
182	38407	197
182	38408	197
182	38409	197
182	38410	197
182	2213	197
30924	183	175
30924	338	175
183	34819	160
183	34820	160
183	34821	160
183	34822	160
183	34823	160
22427	184	415
184	22428	253
184	34061	253
184	34239	253
184	34240	253
184	48727	253
184	2213	253
184	2224	253
184	2225	253
3651	185	82
3651	186	82
185	12448	214
185	31211	214
185	31244	214
185	31245	214
185	45533	214
185	2213	214
185	2224	214
185	2225	214
12448	186	402
31211	186	30
31244	186	43
31245	186	460
45533	186	79
30064	187	175
187	48959	187
187	48960	187
187	48961	187
187	2213	187
47695	188	491
47695	311	491
188	47702	449
188	47703	449
188	47704	449
188	47705	449
188	47706	449
188	2213	449
188	2224	449
188	2225	449
189	2174	389
17901	190	352
190	17902	211
190	17903	211
190	17904	211
190	17905	211
190	17906	211
190	2213	211
30273	191	316
191	32769	218
191	46579	218
191	46580	218
191	46581	218
191	46582	218
191	2213	218
48433	192	478
192	48434	60
192	48435	60
192	48436	60
192	48437	60
192	2213	60
47174	193	161
193	47175	478
193	47176	478
193	47177	478
193	47178	478
193	47179	478
193	2224	478
193	2225	478
194	49663	423
194	49665	423
46124	195	272
195	46125	250
195	46126	250
195	46127	250
195	46128	250
195	46129	250
195	2213	250
195	2224	250
195	2225	250
15715	196	36
15715	200	36
15715	264	36
196	49591	423
196	49592	423
196	49593	423
196	49594	423
196	49596	423
49591	200	409
49591	264	409
49592	200	309
49592	264	309
49593	200	30
49593	264	30
49594	200	391
49594	264	391
49596	200	130
49596	264	130
28891	197	115
28891	2212	115
197	39051	129
197	41503	129
197	41505	129
197	45450	129
39051	2212	363
39051	2217	363
41503	2212	431
41503	2217	431
41505	2217	31
45450	2212	337
198	2213	108
198	2224	108
198	2225	108
46096	199	327
46096	268	327
199	46097	330
199	46098	330
199	46100	330
199	2213	330
199	2225	330
46097	268	115
46098	268	266
46100	268	106
200	2213	303
10138	201	139
201	10139	442
201	10140	442
201	10142	442
201	26789	442
201	49197	442
201	2224	442
201	2225	442
202	47200	469
23239	203	430
203	27160	227
203	29966	227
203	47370	227
203	47371	227
203	47372	227
203	2213	227
203	2224	227
203	2225	227
48069	204	232
204	48070	326
204	48071	326
204	48072	326
204	48073	326
204	48074	326
204	2224	326
204	2225	326
11424	205	232
205	47289	88
205	47290	88
205	47291	88
205	47292	88
205	47293	88
205	2224	88
47895	206	172
206	47896	266
206	47897	266
206	47898	266
206	47899	266
206	47900	266
206	2224	266
206	2225	266
8027	207	131
207	28626	458
207	41180	458
207	41181	458
207	41182	458
207	41183	458
207	2213	458
207	2225	458
48944	208	425
48944	296	425
48944	297	425
48944	326	425
48944	327	425
208	48947	367
208	48948	367
208	48949	367
208	48952	367
208	48953	367
208	2213	367
208	2224	367
208	2225	367
48947	296	343
48947	297	343
48947	326	343
48947	327	343
48948	296	50
48948	297	50
48948	326	50
48948	327	50
48949	296	142
48949	297	142
48949	326	142
48949	327	142
48952	296	206
48952	297	206
48952	326	206
48952	327	206
48953	297	266
48953	326	266
48953	327	266
27508	209	122
209	27509	474
209	49190	474
209	49191	474
209	49192	474
209	2213	474
209	2224	474
209	2225	474
27106	210	54
27106	1403	54
210	27107	298
210	27108	298
210	27109	298
210	31301	298
210	2213	298
210	2224	298
210	2225	298
27107	1403	202
27108	1403	432
27109	1403	29
31301	1403	170
31310	211	381
31310	1403	381
211	31311	420
211	31312	420
211	31322	420
211	31324	420
211	2213	420
211	2224	420
211	2225	420
31311	1403	93
31322	1403	411
31324	1403	322
36798	212	427
36798	329	427
212	36799	53
212	36800	53
212	36801	53
212	36803	53
212	2224	53
212	2225	53
36799	329	230
36800	329	187
36801	329	397
36803	329	429
5716	213	49
213	39672	113
213	39673	113
213	39674	113
213	39675	113
213	39676	113
213	2224	113
213	2225	113
47379	214	114
47379	218	114
214	47380	195
214	47381	195
214	47382	195
214	47383	195
214	47384	195
214	2213	195
214	2224	195
214	2225	195
47380	218	9
47381	218	470
47382	218	98
47383	218	167
47384	218	387
13379	215	103
13379	263	103
13379	282	103
215	23079	157
215	40825	157
215	42782	157
215	42783	157
215	42784	157
215	2213	157
215	2224	157
215	2225	157
23079	263	383
23079	282	383
40825	263	371
40825	282	371
42782	263	331
42782	282	331
42783	263	167
42783	282	167
42784	263	477
42784	282	477
36477	216	375
216	36479	247
216	36480	247
216	36481	247
216	36482	247
216	36483	247
216	2225	247
22151	217	372
217	36311	278
217	36312	278
217	36313	278
217	36314	278
217	36315	278
217	2213	278
217	2224	278
217	2225	278
218	2213	272
17637	219	216
219	44031	327
219	44032	327
219	44033	327
219	44034	327
219	44035	327
219	2213	327
30976	220	41
220	47887	92
220	47888	92
220	2213	92
23262	221	54
221	23263	23
221	23264	23
221	37767	23
221	2213	23
221	2224	23
221	2225	23
38412	222	164
222	38413	124
222	38414	124
222	38415	124
222	38416	124
222	47329	124
222	2213	124
35255	223	447
223	48380	308
223	48381	308
223	48382	308
223	48383	308
223	48384	308
223	2213	308
29002	224	21
224	43549	440
224	43550	440
224	43551	440
224	44248	440
224	44249	440
224	2213	440
224	2224	440
224	2225	440
19161	225	467
225	36545	408
225	36546	408
225	44292	408
225	44293	408
225	44294	408
225	2213	408
48092	226	176
48092	332	176
226	48093	457
226	48094	457
226	48095	457
226	48097	457
226	48099	457
226	2213	457
226	2224	457
226	2225	457
48093	332	254
48094	332	69
48095	332	219
48097	332	351
48099	332	388
44454	227	188
227	44455	181
227	44456	181
227	44457	181
227	44458	181
227	44459	181
227	2213	181
18001	228	11
228	33038	44
228	33039	44
228	33040	44
228	44363	44
228	44364	44
228	2213	44
228	2224	44
228	2225	44
35559	229	198
229	35560	331
229	35561	331
229	35562	331
229	35563	331
229	35564	331
229	2213	331
229	2224	331
229	2225	331
34771	230	249
230	34772	451
230	34773	451
230	34774	451
230	34775	451
230	47373	451
230	2213	451
230	2224	451
230	2225	451
43234	231	189
231	43235	255
231	43236	255
231	43237	255
231	43238	255
231	43239	255
231	2213	255
17554	232	225
232	22429	104
232	28718	104
232	39444	104
232	39445	104
232	39446	104
232	2213	104
25564	233	359
233	25565	434
233	25566	434
233	25567	434
233	43311	434
233	2213	434
233	2224	434
233	2225	434
47972	234	415
234	47973	378
234	47974	378
234	47975	378
234	47976	378
234	2213	378
234	2224	378
234	2225	378
17159	235	60
235	21671	355
235	36207	355
235	42523	355
235	42524	355
235	47010	355
235	2213	355
14487	236	105
14487	370	105
236	39731	358
236	39732	358
236	43152	358
236	43153	358
236	43156	358
236	2213	358
39731	370	453
39732	370	19
43152	370	410
43153	370	306
43156	370	345
27519	237	159
237	42525	267
237	42526	267
237	42527	267
237	42528	267
237	42529	267
237	2224	267
237	2225	267
32337	238	347
32337	2212	347
32337	2217	347
238	39053	259
238	39054	259
238	39055	259
238	39056	259
238	39057	259
238	2213	259
10860	239	135
239	25563	329
239	26382	329
239	26383	329
239	26384	329
239	26385	329
239	2213	329
47988	240	343
240	47989	252
240	47990	252
240	47991	252
240	47992	252
240	47993	252
240	2213	252
240	2224	252
240	2225	252
32738	241	227
241	32739	486
241	32740	486
241	32741	486
241	48806	486
241	48807	486
241	2213	486
241	2224	486
241	2225	486
31855	242	393
242	48841	149
242	48842	149
242	48843	149
242	48844	149
242	48845	149
242	2213	149
16634	243	271
243	48634	411
243	48635	411
243	48636	411
243	48637	411
243	2213	411
18247	244	229
244	30057	130
244	30058	130
244	41502	130
244	47202	130
244	2213	130
244	2224	130
244	2225	130
33722	245	280
245	33723	296
245	33724	296
245	33725	296
245	33726	296
245	48741	296
245	2213	296
39958	246	208
246	40767	216
246	40768	216
246	40769	216
246	40770	216
246	40771	216
246	2213	216
38365	247	172
38365	298	172
247	38374	429
247	38375	429
247	38376	429
247	48091	429
247	2213	429
38374	298	490
38375	298	120
38376	298	144
48091	298	418
17182	248	132
17182	280	132
248	17183	335
248	17184	335
248	36360	335
248	40791	335
248	40792	335
248	2213	335
17183	280	285
17184	280	47
36360	280	135
40791	280	180
40792	280	472
17591	249	464
249	31605	471
249	31607	471
249	31608	471
249	48864	471
249	2213	471
8915	250	133
250	17219	361
250	17220	361
250	2213	361
14101	251	230
251	14102	372
251	14103	372
251	38403	372
251	38404	372
251	38405	372
251	2224	372
251	2225	372
27556	252	380
252	27557	211
252	27558	211
252	27559	211
252	27560	211
252	49189	211
252	2213	211
37544	253	288
253	37545	316
253	37546	316
253	48206	316
253	48207	316
253	48208	316
253	2224	316
253	2225	316
26268	254	188
254	29899	63
254	31763	63
254	31764	63
254	31765	63
254	31766	63
254	2213	63
254	2225	63
255	49164	327
255	2213	327
28615	256	425
256	28616	153
256	28617	153
256	2213	153
256	2224	153
256	2225	153
44819	257	457
257	44820	476
257	44821	476
257	44822	476
257	44823	476
257	44824	476
257	2213	476
258	44932	22
258	2213	22
44932	259	183
44932	272	183
259	2213	111
35447	260	423
260	35448	224
260	48600	224
260	48601	224
260	48602	224
260	48603	224
260	2224	224
48150	261	18
48150	1677	18
48150	1767	18
261	48154	20
261	48155	20
7131	262	299
262	42825	57
262	42826	57
262	42827	57
262	42828	57
262	42829	57
262	42830	57
262	2213	57
262	2224	57
262	2225	57
263	42781	63
263	2213	63
263	2224	63
263	2225	63
42781	282	7
264	49595	181
264	2224	181
41572	265	258
265	41573	240
265	47186	240
265	47187	240
265	47188	240
265	47189	240
265	47190	240
265	2224	240
266	49348	413
266	49351	413
42372	267	69
42372	875	69
42372	943	69
42372	978	69
42372	979	69
42372	1056	69
42372	1073	69
267	42376	1
267	42377	1
267	42378	1
267	42379	1
267	42380	1
268	46099	238
7863	269	233
269	24408	215
269	24436	215
269	36472	215
269	39776	215
269	39777	215
269	39778	215
24408	2231	282
36472	2231	33
39776	2231	151
39778	2231	441
270	44355	276
15244	271	169
271	39933	104
271	45566	104
271	45567	104
271	45568	104
271	45569	104
271	2224	104
272	44931	476
11373	273	431
11373	898	431
11373	1382	431
11373	1505	431
273	11549	390
273	30964	390
273	34838	390
273	34839	390
273	34841	390
273	34842	390
30964	1382	26
30964	1505	26
45236	274	77
45236	386	77
274	45245	257
274	45246	257
274	45248	257
274	45254	257
274	45255	257
274	45256	257
45245	386	147
45245	430	147
45246	386	495
45246	430	495
45248	430	466
24346	275	464
24346	2231	464
275	24347	252
275	33687	252
275	33688	252
275	33689	252
275	33690	252
275	33691	252
33687	2231	246
33688	2231	40
16544	276	470
16544	419	470
16544	2229	470
276	47001	131
276	47004	131
276	47006	131
276	47007	131
276	47008	131
276	47009	131
47001	419	114
47004	419	172
47006	419	302
47007	419	79
47008	419	481
47009	419	53
25021	277	31
277	41435	244
277	41436	244
277	41437	244
277	41438	244
277	41439	244
277	41440	244
277	46009	244
277	2224	244
10455	278	381
10455	1158	381
278	14811	17
278	28580	17
278	28581	17
278	28582	17
278	28583	17
278	28584	17
278	28585	17
12695	279	194
12695	2229	194
279	16566	469
279	16567	469
279	16568	469
279	21317	469
279	28629	469
279	28630	469
279	28631	469
17173	280	314
280	17185	12
3748	281	165
281	18499	399
281	18500	399
281	18502	399
281	18503	399
281	18504	399
281	18505	399
18499	1291	296
18499	1465	296
24543	283	425
24543	2231	425
283	25991	407
283	25992	407
283	25993	407
283	25994	407
283	25995	407
283	25996	407
283	49280	407
25991	2231	456
25992	2231	428
25993	2231	34
25994	2231	174
39940	284	480
39940	293	480
39940	554	480
39940	897	480
284	39942	26
284	39947	26
284	39949	26
284	47686	26
284	47687	26
284	47688	26
