FromNodeId	ToNodeId	Cluster
256023	1475	103
256023	2378	103
256023	3234	103
256023	3626	103
256023	4264	103
260120	455	8
260120	456	8
260120	2095	8
260120	3204	8
25	132934	227
25	141462	227
25	204176	227
25	204180	227
25	268593	227
25	301240	227
26	132934	459
26	141462	459
26	204176	459
26	204180	459
26	268593	459
26	301240	459
32	81	390
32	147357	390
32	183347	390
32	192334	390
32	193249	390
32	221592	390
184354	589	415
184354	653	415
184354	2329	415
184354	2470	415
184354	2766	415
184354	4735	415
182306	449	331
182306	531	331
182306	725	331
182306	1841	331
182306	1911	331
182306	1927	331
182306	2642	331
182306	3839	331
294951	1571	46
294951	1702	46
294951	2942	46
294951	3872	46
294951	4742	46
151592	457	246
151592	458	246
151592	1593	246
84011	403	386
84011	1319	386
2095	4857	198
2095	52457	198
2095	53792	198
2095	76691	198
2095	93143	198
2095	93207	198
2095	96115	198
2095	114178	198
2095	121842	198
2095	129960	198
2095	136952	198
2095	152417	198
2095	159995	198
2095	161186	198
2095	174990	198
2095	178601	198
2095	223771	198
2095	257335	198
2095	287501	198
2095	287960	198
2095	325150	198
2095	329057	198
274485	339	126
274485	394	126
274485	1070	126
274485	2409	126
274485	3039	126
274485	3111	126
274485	3579	126
274485	4253	126
223286	2289	382
223286	2772	382
223286	2796	382
223286	3679	382
223286	4298	382
190524	799	444
190524	801	444
190524	802	444
190524	813	444
190524	819	444
190524	825	444
190524	843	444
190524	849	444
190524	865	444
190524	881	444
190524	964	444
190524	1041	444
190524	1056	444
190524	1243	444
190524	2009	444
190524	2274	444
190524	3932	444
323650	789	53
323650	1475	53
323650	2378	53
323650	3234	53
323650	3626	53
323650	4264	53
2115	945	135
2115	27376	135
2115	27379	135
2115	32651	135
2115	36769	135
2115	62433	135
2115	62434	135
2115	62436	135
2115	63447	135
2115	73059	135
2115	85506	135
2115	157893	135
2115	159271	135
2115	197214	135
2115	202371	135
2115	212287	135
2115	292427	135
2115	304226	135
2115	320037	135
2115	326019	135
38981	457	323
38981	458	323
38981	1593	323
4167	26953	332
4167	44817	332
4167	59835	332
4167	59865	332
4167	60070	332
4167	142786	332
4167	182786	332
4167	193445	332
4167	268891	332
4167	330698	332
43079	528	248
43079	538	248
43079	553	248
43079	584	248
43079	590	248
43079	598	248
43079	608	248
43079	613	248
43079	620	248
43079	621	248
43079	624	248
43079	648	248
43079	656	248
43079	659	248
43079	662	248
43079	665	248
43079	679	248
43079	746	248
43079	1120	248
43079	1140	248
43079	1148	248
43079	1321	248
43079	1467	248
43079	1550	248
43079	1560	248
43079	1729	248
43079	2274	248
43079	3932	248
262218	2378	67
262218	3626	67
262218	4264	67
28748	789	324
28748	1475	324
28748	2378	324
28748	3234	324
28748	3626	324
28748	4264	324
176206	697	26
176206	698	26
227407	697	94
227407	698	94
168016	697	195
168016	698	195
81	28962	102
81	75243	102
81	98817	102
81	156143	102
81	183411	102
81	327454	102
81	214	102
81	960	102
81	1625	102
81	1626	102
81	1651	102
81	1960	102
81	2409	102
81	3045	102
81	3556	102
81	3565	102
81	3574	102
81	3586	102
81	4519	102
81	4540	102
81	4857	102
81	4900	102
114768	1146	96
114768	2891	96
114768	3677	96
2127	945	233
2127	27376	233
2127	27379	233
2127	32651	233
2127	36769	233
2127	62433	233
2127	62434	233
2127	62436	233
2127	63447	233
2127	73059	233
2127	85506	233
2127	157893	233
2127	159271	233
2127	197214	233
2127	202371	233
2127	212287	233
2127	292427	233
2127	304226	233
2127	320037	233
2127	326019	233
2137	132934	66
2137	141462	66
2137	204176	66
2137	204180	66
2137	268593	66
2137	301240	66
34913	403	30
34913	1319	30
317537	2289	102
317537	2772	102
317537	2796	102
317537	3679	102
317537	4298	102
227431	789	274
227431	1475	274
227431	2378	274
227431	3234	274
227431	3626	274
227431	4264	274
104	21056	212
104	22427	212
104	107780	212
104	138171	212
104	140078	212
104	150101	212
104	212900	212
104	264664	212
104	318272	212
104	322217	212
274536	789	346
274536	1475	346
274536	2378	346
274536	3234	346
274536	3626	346
274536	4264	346
28780	799	179
28780	801	179
28780	802	179
28780	813	179
28780	819	179
28780	825	179
28780	843	179
28780	849	179
28780	865	179
28780	881	179
28780	964	179
28780	1041	179
28780	1056	179
28780	1243	179
28780	2009	179
28780	2274	179
28780	3932	179
305265	995	397
305265	2932	397
305265	3306	397
305265	4576	397
305265	4697	397
115	132934	70
115	141462	70
115	204176	70
115	204180	70
115	268593	70
115	301240	70
284787	789	280
284787	1475	280
284787	2378	280
284787	3234	280
284787	3626	280
284787	4264	280
133243	789	72
133243	1475	72
133243	2378	72
133243	3234	72
133243	3626	72
133243	4264	72
147583	1041	32
147583	1056	32
147583	1243	32
147583	2009	32
147583	2274	32
147583	3932	32
32896	697	343
32896	698	343
282756	589	63
282756	653	63
282756	2329	63
282756	2470	63
282756	2766	63
282756	4735	63
272521	589	443
272521	653	443
272521	2329	443
272521	2470	443
272521	2766	443
272521	4735	443
223371	697	49
223371	698	49
75915	254	226
75915	2409	226
141	132934	83
141	141462	83
141	204176	83
141	204180	83
141	268593	83
141	301240	83
192651	789	92
192651	1475	92
192651	2378	92
192651	3234	92
192651	3626	92
192651	4264	92
141462	268	141
141462	1063	141
141462	1064	141
141462	2413	141
141462	2555	141
141462	2832	141
141462	2843	141
141462	3231	141
141462	3354	141
141462	3518	141
141462	3537	141
141462	4258	141
141462	4454	141
141462	4482	141
223382	697	153
223382	698	153
237722	1571	351
237722	1702	351
237722	2942	351
237722	3872	351
237722	4742	351
75931	626	316
75931	1592	316
190620	789	428
190620	1475	428
190620	2378	428
190620	3234	428
190620	3626	428
190620	4264	428
4253	32182	274
4253	82603	274
4253	82605	274
4253	107681	274
4253	143917	274
4253	158833	274
4253	183335	274
4253	200553	274
4253	213884	274
4253	219558	274
4253	219559	274
4253	219564	274
4253	219565	274
4253	301429	274
4253	316659	274
4258	132934	134
4258	204176	134
4258	204180	134
4258	268593	134
4258	301240	134
157858	1146	175
157858	2891	175
157858	3677	175
4264	1592	338
4264	3289	338
4264	4298	338
4264	5443	338
4264	6726	338
4264	8953	338
4264	9558	338
4264	12154	338
4264	13200	338
4264	16285	338
4264	17506	338
4264	23271	338
4264	24361	338
4264	25876	338
4264	25941	338
4264	27642	338
4264	29228	338
4264	32002	338
4264	36841	338
4264	38492	338
4264	43238	338
4264	44836	338
4264	48001	338
4264	50485	338
4264	51940	338
4264	53960	338
4264	56384	338
4264	59588	338
4264	60168	338
4264	63870	338
4264	65399	338
4264	72412	338
4264	73609	338
4264	74983	338
4264	76876	338
4264	78556	338
4264	79179	338
4264	89637	338
4264	89758	338
4264	91260	338
4264	92896	338
4264	95773	338
4264	98682	338
4264	99641	338
4264	102361	338
4264	105154	338
4264	109666	338
4264	111635	338
4264	111670	338
4264	111987	338
4264	112091	338
4264	113038	338
4264	114679	338
4264	116329	338
4264	117476	338
4264	120173	338
4264	120235	338
4264	129297	338
4264	131308	338
4264	135086	338
4264	148243	338
4264	148875	338
4264	149384	338
4264	150242	338
4264	150431	338
4264	153995	338
4264	156382	338
4264	160561	338
4264	160675	338
4264	164255	338
4264	165132	338
4264	170570	338
4264	178091	338
4264	179792	338
4264	183081	338
4264	190810	338
4264	196239	338
4264	198030	338
4264	200650	338
4264	207290	338
4264	207780	338
4264	207980	338
4264	212266	338
4264	214609	338
4264	215467	338
4264	218828	338
4264	224669	338
4264	228063	338
4264	233109	338
4264	236961	338
4264	238032	338
4264	239114	338
4264	245091	338
4264	249540	338
4264	253655	338
4264	255676	338
4264	256944	338
4264	259235	338
4264	260873	338
4264	261673	338
4264	262007	338
4264	265544	338
4264	268610	338
4264	280851	338
4264	281391	338
4264	282435	338
4264	286345	338
4264	287455	338
4264	296809	338
4264	297141	338
4264	297263	338
4264	297673	338
4264	297878	338
4264	300536	338
4264	300584	338
4264	304434	338
4264	305151	338
4264	307533	338
4264	309428	338
4264	315827	338
4264	317978	338
4264	318886	338
4264	321941	338
4264	323978	338
4264	324125	338
4264	325165	338
4264	326448	338
4264	329138	338
4264	331371	338
301227	625	107
301227	1312	107
301227	2433	107
301227	2454	107
301227	2674	107
301227	3541	107
301227	3547	107
301227	4571	107
301227	4692	107
2223	49843	206
2223	155213	206
2223	155214	206
2223	199634	206
309428	789	69
309428	1475	69
309428	2378	69
309428	3234	69
309428	3626	69
297141	789	66
297141	1475	66
297141	2378	66
297141	3234	66
297141	3626	66
301240	268	156
301240	1063	156
301240	1064	156
301240	2413	156
301240	2555	156
301240	2832	156
301240	2843	156
301240	3231	156
301240	3354	156
301240	3518	156
301240	3537	156
301240	4454	156
301240	4482	156
213178	457	80
213178	458	80
213178	1593	80
59588	789	273
59588	1475	273
59588	2378	273
59588	3234	273
59588	3626	273
133317	403	359
133317	1319	359
37062	799	185
37062	801	185
37062	802	185
37062	813	185
37062	819	185
37062	825	185
37062	843	185
37062	849	185
37062	865	185
37062	881	185
37062	964	185
37062	1041	185
37062	1056	185
37062	1243	185
37062	2009	185
37062	2274	185
37062	3932	185
145607	449	245
145607	531	245
145607	725	245
145607	1841	245
145607	1911	245
145607	1927	245
145607	2642	245
145607	3839	245
204999	626	134
204999	1592	134
157893	1118	305
157893	2024	305
157893	2028	305
157893	3289	305
4298	789	217
4298	1475	217
4298	2378	217
4298	3234	217
4298	3626	217
4298	47817	217
4298	130253	217
4298	135912	217
4298	228472	217
4298	240748	217
4298	245193	217
4298	321310	217
4298	327968	217
45258	789	55
45258	1475	55
45258	3234	55
184526	626	309
184526	1592	309
319698	403	427
319698	1319	427
159955	799	337
159955	801	337
159955	802	337
159955	813	337
159955	819	337
159955	825	337
159955	843	337
159955	849	337
159955	865	337
159955	881	337
159955	964	337
159955	1041	337
159955	1056	337
159955	1243	337
159955	2009	337
159955	2274	337
159955	3932	337
214	147357	291
214	183347	291
214	192334	291
214	193249	291
214	221592	291
194777	457	423
194777	458	423
194777	1593	423
110810	528	96
110810	538	96
110810	553	96
110810	584	96
110810	590	96
110810	598	96
110810	608	96
110810	613	96
110810	620	96
110810	621	96
110810	624	96
110810	648	96
110810	656	96
110810	659	96
110810	662	96
110810	665	96
110810	679	96
110810	746	96
110810	1120	96
110810	1140	96
110810	1148	96
110810	1321	96
110810	1467	96
110810	1550	96
110810	1560	96
110810	1729	96
110810	2274	96
110810	3932	96
309465	1571	188
309465	1702	188
309465	2942	188
309465	3872	188
309465	4742	188
225499	1146	127
225499	2891	127
225499	3677	127
239840	697	137
239840	698	137
2274	625	144
2274	1702	144
2274	9149	144
2274	9800	144
2274	13267	144
2274	13291	144
2274	14821	144
2274	18773	144
2274	25594	144
2274	34601	144
2274	38143	144
2274	40671	144
2274	43786	144
2274	45585	144
2274	48458	144
2274	53201	144
2274	58694	144
2274	58695	144
2274	66224	144
2274	69961	144
2274	78236	144
2274	78699	144
2274	80432	144
2274	85202	144
2274	88012	144
2274	96242	144
2274	98764	144
2274	98944	144
2274	100234	144
2274	100812	144
2274	114495	144
2274	119271	144
2274	120307	144
2274	122844	144
2274	123238	144
2274	124416	144
2274	127336	144
2274	140052	144
2274	141543	144
2274	145729	144
2274	153984	144
2274	156425	144
2274	161119	144
2274	163794	144
2274	168474	144
2274	168827	144
2274	171311	144
2274	171650	144
2274	183722	144
2274	184991	144
2274	193423	144
2274	193777	144
2274	195297	144
2274	195298	144
2274	210750	144
2274	211624	144
2274	213984	144
2274	224013	144
2274	232524	144
2274	235350	144
2274	247050	144
2274	248814	144
2274	249154	144
2274	252202	144
2274	255017	144
2274	259312	144
2274	261331	144
2274	263491	144
2274	264621	144
2274	264827	144
2274	265591	144
2274	268929	144
2274	279999	144
2274	281479	144
2274	285591	144
2274	290377	144
2274	293977	144
2274	300503	144
2274	301580	144
2274	302476	144
2274	310790	144
2274	312171	144
2274	314047	144
2274	320344	144
2274	324545	144
2274	326929	144
73957	697	287
73957	698	287
43238	789	384
43238	1475	384
43238	2378	384
43238	3234	384
43238	3626	384
141543	528	133
141543	538	133
141543	553	133
141543	584	133
141543	590	133
141543	598	133
141543	608	133
141543	613	133
141543	620	133
141543	621	133
141543	624	133
141543	648	133
141543	656	133
141543	659	133
141543	662	133
141543	665	133
141543	679	133
141543	746	133
141543	1120	133
141543	1140	133
141543	1148	133
141543	1321	133
141543	1467	133
141543	1550	133
141543	1560	133
141543	1729	133
141543	3932	133
131308	789	61
131308	1475	61
131308	2378	61
131308	3234	61
131308	3626	61
102637	449	395
102637	531	395
102637	725	395
102637	1841	395
102637	1911	395
102637	1927	395
102637	2642	395
102637	3839	395
2289	47817	304
2289	130253	304
2289	135912	304
2289	228472	304
2289	240748	304
2289	245193	304
2289	321310	304
2289	327968	304
159995	455	128
159995	456	128
159995	3204	128
153852	449	153
153852	531	153
153852	725	153
153852	1841	153
153852	1911	153
153852	1927	153
153852	2642	153
153852	3839	153
254	6507	313
254	18772	313
254	67038	313
254	101089	313
254	109160	313
254	118618	313
254	138322	313
254	174996	313
254	191711	313
254	200528	313
254	285439	313
254	300540	313
254	300542	313
254	304351	313
254	318125	313
186624	3234	264
229634	697	34
229634	698	34
2307	774	262
2307	995	262
2307	998	262
2307	2936	262
2307	5086	262
2307	5638	262
2307	5640	262
2307	5641	262
2307	5644	262
2307	5645	262
2307	5646	262
2307	5661	262
2307	5663	262
2307	5664	262
2307	6008	262
2307	6125	262
2307	6126	262
2307	23554	262
2307	23555	262
2307	23556	262
2307	23557	262
2307	23558	262
2307	23561	262
2307	23562	262
2307	30105	262
2307	31091	262
2307	64292	262
2307	64298	262
2307	158368	262
2307	331184	262
2307	331382	262
2307	332971	262
2307	332972	262
2307	333527	262
2307	333530	262
69890	626	70
69890	1592	70
194823	626	365
194823	1592	365
225547	403	105
225547	1319	105
268	132934	350
268	204176	350
268	204180	350
268	268593	350
65807	589	126
65807	653	126
65807	2329	126
65807	2470	126
65807	2766	126
65807	4735	126
4368	774	344
4368	995	344
4368	998	344
4368	2936	344
4368	5086	344
4368	5638	344
4368	5640	344
4368	5641	344
4368	5644	344
4368	5645	344
4368	5646	344
4368	5661	344
4368	5663	344
4368	5664	344
4368	6008	344
4368	6125	344
4368	6126	344
4368	23554	344
4368	23555	344
4368	23556	344
4368	23557	344
4368	23558	344
4368	23561	344
4368	23562	344
4368	30105	344
4368	31091	344
4368	64292	344
4368	64298	344
4368	158368	344
4368	331184	344
4368	331382	344
4368	332971	344
4368	332972	344
4368	333527	344
4368	333530	344
129297	789	456
129297	1475	456
129297	2378	456
129297	3234	456
129297	3626	456
280851	789	132
280851	1475	132
280851	2378	132
280851	3234	132
280851	3626	132
121108	3289	35
270612	3289	282
41239	697	398
41239	698	398
2329	2555	270
2329	13168	270
2329	15481	270
2329	20384	270
2329	21467	270
2329	25477	270
2329	29651	270
2329	31323	270
2329	31422	270
2329	32193	270
2329	38721	270
2329	40495	270
2329	47594	270
2329	50945	270
2329	62203	270
2329	80722	270
2329	95841	270
2329	108481	270
2329	118669	270
2329	122074	270
2329	129569	270
2329	133689	270
2329	150145	270
2329	152465	270
2329	152530	270
2329	156597	270
2329	160659	270
2329	164561	270
2329	165006	270
2329	167331	270
2329	182797	270
2329	185493	270
2329	200099	270
2329	203876	270
2329	246406	270
2329	254350	270
2329	263031	270
2329	279483	270
2329	283145	270
2329	289163	270
2329	292030	270
2329	298093	270
2329	300431	270
2329	301737	270
2329	304072	270
2329	304663	270
2329	314089	270
2329	314763	270
2329	318260	270
2329	326183	270
243993	1571	496
243993	1702	496
243993	2942	496
243993	3872	496
243993	4742	496
4381	774	358
4381	995	358
4381	998	358
4381	2936	358
4381	5086	358
4381	5638	358
4381	5640	358
4381	5641	358
4381	5644	358
4381	5645	358
4381	5646	358
4381	5661	358
4381	5663	358
4381	5664	358
4381	6008	358
4381	6125	358
4381	6126	358
4381	23554	358
4381	23555	358
4381	23556	358
4381	23557	358
4381	23558	358
4381	23561	358
4381	23562	358
4381	30105	358
4381	31091	358
4381	64292	358
4381	64298	358
4381	158368	358
4381	331184	358
4381	331382	358
4381	332971	358
4381	332972	358
4381	333527	358
4381	333530	358
92446	626	207
92446	1592	207
84256	625	188
84256	1312	188
84256	2433	188
84256	2454	188
84256	2674	188
84256	3541	188
84256	3547	188
84256	4571	188
84256	4692	188
84257	625	356
84257	1312	356
84257	2433	356
84257	2454	356
84257	2674	356
84257	3541	356
84257	3547	356
84257	4571	356
84257	4692	356
28962	333	431
327968	2772	112
327968	2796	112
327968	3679	112
254249	626	15
254249	1592	15
4394	774	417
4394	995	417
4394	998	417
4394	2936	417
4394	5086	417
4394	5638	417
4394	5640	417
4394	5641	417
4394	5644	417
4394	5645	417
4394	5646	417
4394	5661	417
4394	5663	417
4394	5664	417
4394	6008	417
4394	6125	417
4394	6126	417
4394	23554	417
4394	23555	417
4394	23556	417
4394	23557	417
4394	23558	417
4394	23561	417
4394	23562	417
4394	30105	417
4394	31091	417
4394	64292	417
4394	64298	417
4394	158368	417
4394	331184	417
4394	331382	417
4394	332971	417
4394	332972	417
4394	333527	417
4394	333530	417
252202	799	51
252202	801	51
252202	802	51
252202	813	51
252202	819	51
252202	825	51
252202	843	51
252202	849	51
252202	865	51
252202	881	51
252202	964	51
252202	1041	51
252202	1056	51
252202	1243	51
252202	2009	51
252202	3932	51
297263	789	193
297263	1475	193
297263	2378	193
297263	3234	193
297263	3626	193
268593	1063	167
268593	1064	167
268593	2413	167
268593	2555	167
268593	2832	167
268593	2843	167
268593	3231	167
268593	3354	167
268593	3518	167
268593	3537	167
268593	4454	167
268593	4482	167
250164	403	425
250164	1319	425
309562	457	127
309562	458	127
309562	1593	127
55612	403	142
55612	1319	142
307517	697	88
307517	698	88
4415	774	206
4415	995	206
4415	998	206
4415	2936	206
4415	5086	206
4415	5638	206
4415	5640	206
4415	5641	206
4415	5644	206
4415	5645	206
4415	5646	206
4415	5661	206
4415	5663	206
4415	5664	206
4415	6008	206
4415	6125	206
4415	6126	206
4415	23554	206
4415	23555	206
4415	23556	206
4415	23557	206
4415	23558	206
4415	23561	206
4415	23562	206
4415	30105	206
4415	31091	206
4415	64292	206
4415	64298	206
4415	158368	206
4415	331184	206
4415	331382	206
4415	332971	206
4415	332972	206
4415	333527	206
4415	333530	206
145729	528	390
145729	538	390
145729	553	390
145729	584	390
145729	590	390
145729	598	390
145729	608	390
145729	613	390
145729	620	390
145729	621	390
145729	624	390
145729	648	390
145729	656	390
145729	659	390
145729	662	390
145729	665	390
145729	679	390
145729	746	390
145729	1120	390
145729	1140	390
145729	1148	390
145729	1321	390
145729	1467	390
145729	1550	390
145729	1560	390
145729	1729	390
145729	3932	390
268610	789	213
268610	1475	213
268610	2378	213
268610	3234	213
268610	3626	213
219462	403	14
219462	1319	14
26953	924	182
26953	1108	182
26953	1519	182
26953	1569	182
26953	1848	182
26953	3125	182
26953	4552	182
26953	4667	182
26953	4932	182
26953	4974	182
69961	799	375
69961	801	375
69961	802	375
69961	813	375
69961	819	375
69961	825	375
69961	843	375
69961	849	375
69961	865	375
69961	881	375
69961	964	375
69961	1041	375
69961	1056	375
69961	1243	375
69961	2009	375
69961	3932	375
2378	1592	17
2378	3289	17
2378	5443	17
2378	6726	17
2378	8953	17
2378	9558	17
2378	16285	17
2378	17506	17
2378	23271	17
2378	24361	17
2378	25876	17
2378	29228	17
2378	32002	17
2378	36841	17
2378	38492	17
2378	44836	17
2378	48001	17
2378	50485	17
2378	51940	17
2378	53960	17
2378	56384	17
2378	60168	17
2378	63870	17
2378	65399	17
2378	72412	17
2378	73609	17
2378	74983	17
2378	76876	17
2378	78556	17
2378	79179	17
2378	89758	17
2378	91260	17
2378	92896	17
2378	95773	17
2378	98682	17
2378	99641	17
2378	102361	17
2378	105154	17
2378	109666	17
2378	111635	17
2378	111670	17
2378	111987	17
2378	112091	17
2378	114679	17
2378	116329	17
2378	117476	17
2378	120235	17
2378	135086	17
2378	148875	17
2378	149384	17
2378	150242	17
2378	150431	17
2378	153995	17
2378	160675	17
2378	164255	17
2378	165132	17
2378	170570	17
2378	179792	17
2378	190810	17
2378	196239	17
2378	198030	17
2378	200650	17
2378	207290	17
2378	212266	17
2378	218828	17
2378	224669	17
2378	228063	17
2378	233109	17
2378	236961	17
2378	238032	17
2378	239114	17
2378	245091	17
2378	249540	17
2378	253655	17
2378	255676	17
2378	256944	17
2378	259235	17
2378	261673	17
2378	262007	17
2378	265544	17
2378	282435	17
2378	286345	17
2378	287455	17
2378	296809	17
2378	297673	17
2378	297878	17
2378	300536	17
2378	300584	17
2378	304434	17
2378	305151	17
2378	307533	17
2378	315827	17
2378	318886	17
2378	321941	17
2378	323978	17
2378	325165	17
2378	331371	17
333	75243	139
333	98817	139
333	156143	139
333	183411	139
333	327454	139
96590	1571	253
96590	1702	253
96590	2942	253
96590	3872	253
96590	4742	253
307533	789	294
307533	1475	294
307533	3234	294
307533	3626	294
268626	626	472
268626	1592	472
339	32182	88
339	82603	88
339	82605	88
339	107681	88
339	143917	88
339	158833	88
339	183335	88
339	200553	88
339	213884	88
339	219558	88
339	219559	88
339	219564	88
339	219565	88
339	301429	88
339	316659	88
67924	449	42
67924	531	42
67924	725	42
67924	1841	42
67924	1911	42
67924	1927	42
67924	2642	42
67924	3839	42
18773	799	331
18773	801	331
18773	802	331
18773	813	331
18773	819	331
18773	825	331
18773	843	331
18773	849	331
18773	865	331
18773	881	331
18773	964	331
18773	1041	331
18773	1056	331
18773	1243	331
18773	2009	331
18773	3932	331
18772	2409	6
2391	44817	304
2391	59835	304
2391	59865	304
2391	60070	304
2391	142786	304
2391	182786	304
2391	193445	304
2391	268891	304
2391	330698	304
186712	697	275
186712	698	275
345	2936	387
345	5086	387
345	5638	387
345	5640	387
345	5641	387
345	5644	387
345	5645	387
345	5646	387
345	5661	387
345	5663	387
345	5664	387
345	6125	387
345	6126	387
345	23554	387
345	23555	387
345	23556	387
345	23557	387
345	23558	387
345	23561	387
345	23562	387
345	30105	387
345	31091	387
345	64292	387
345	64298	387
345	331184	387
190810	789	10
190810	1475	10
190810	3234	10
190810	3626	10
266588	3932	74
147811	2936	434
147811	3113	434
147811	3812	434
147811	4072	434
4454	132934	223
4454	204176	223
4454	204180	223
123238	799	297
123238	801	297
123238	802	297
123238	813	297
123238	819	297
123238	825	297
123238	843	297
123238	849	297
123238	865	297
123238	881	297
123238	964	297
123238	1041	297
123238	1056	297
123238	1243	297
123238	2009	297
123238	3932	297
127336	528	215
127336	538	215
127336	553	215
127336	584	215
127336	590	215
127336	598	215
127336	608	215
127336	613	215
127336	620	215
127336	621	215
127336	624	215
127336	648	215
127336	656	215
127336	659	215
127336	662	215
127336	665	215
127336	679	215
127336	746	215
127336	1120	215
127336	1140	215
127336	1148	215
127336	1321	215
127336	1467	215
127336	1550	215
127336	1560	215
127336	1729	215
127336	3932	215
2409	6507	2
2409	32182	2
2409	82603	2
2409	82605	2
2409	101089	2
2409	107681	2
2409	109160	2
2409	118618	2
2409	137088	2
2409	138322	2
2409	143917	2
2409	143919	2
2409	144015	2
2409	147357	2
2409	158833	2
2409	174996	2
2409	183347	2
2409	191711	2
2409	192334	2
2409	193249	2
2409	200528	2
2409	200553	2
2409	213882	2
2409	213884	2
2409	219559	2
2409	221592	2
2409	285439	2
2409	300540	2
2409	300542	2
2409	301429	2
2409	301431	2
2409	304351	2
2409	316659	2
2409	318125	2
2413	132934	246
2413	204176	246
2413	204180	246
369	995	408
369	998	408
369	158368	408
369	331382	408
369	332971	408
369	332972	408
369	333527	408
369	333530	408
371	995	481
371	998	481
371	158368	481
371	331382	481
371	332971	481
371	332972	481
371	333527	481
371	333530	481
31091	419	189
31091	1191	189
31091	1196	189
31091	1587	189
31091	1878	189
31091	1906	189
31091	2944	189
301429	394	148
301429	1070	148
301429	3039	148
301429	3111	148
301429	3579	148
301431	3039	487
301431	3579	487
14712	1571	352
14712	1702	352
14712	2942	352
14712	3872	352
14712	4742	352
104826	697	291
104826	698	291
98682	789	63
98682	1475	63
98682	3234	63
98682	3626	63
63870	789	163
63870	1475	163
63870	3234	163
63870	3626	163
153984	528	383
153984	538	383
153984	553	383
153984	584	383
153984	590	383
153984	598	383
153984	608	383
153984	613	383
153984	620	383
153984	621	383
153984	624	383
153984	648	383
153984	656	383
153984	659	383
153984	662	383
153984	665	383
153984	679	383
153984	746	383
153984	1120	383
153984	1140	383
153984	1148	383
153984	1321	383
153984	1467	383
153984	1550	383
153984	1560	383
153984	1729	383
153984	3932	383
2433	99390	303
2433	174711	303
4482	132934	309
4482	204176	309
4482	204180	309
110979	626	310
110979	1592	310
326019	1118	141
326019	2024	141
326019	2028	141
326019	3289	141
394	32182	65
394	82603	65
394	82605	65
394	107681	65
394	143917	65
394	158833	65
394	183335	65
394	200553	65
394	213884	65
394	219558	65
394	219559	65
394	219564	65
394	219565	65
394	316659	65
289163	589	57
289163	653	57
289163	2470	57
289163	2766	57
289163	4735	57
153995	789	281
153995	1475	281
153995	3234	281
153995	3626	281
323978	789	260
323978	1475	260
323978	3234	260
323978	3626	260
254350	589	270
254350	653	270
254350	2470	270
254350	2766	270
254350	4735	270
113038	3234	303
113038	3626	303
295312	697	446
295312	698	446
227730	626	343
227730	1592	343
403	16032	351
403	26369	351
403	72432	351
403	79374	351
403	81174	351
403	121917	351
403	131741	351
403	132704	351
403	144509	351
403	150237	351
403	169420	351
403	169823	351
403	171867	351
403	181715	351
403	189332	351
403	191653	351
403	211840	351
403	239414	351
