FromNodeId	ToNodeId	Cluster
26	237987	212
26	237988	212
26	237989	212
26	237990	212
26	237991	212
26	237992	212
26	237993	212
26	237994	212
26	245200	212
26	3408	212
188317	28	387
188317	1001	387
188317	2924	387
28	278608	214
28	278609	214
28	278610	214
28	278611	214
28	278612	214
28	287876	214
28	290739	214
28	3408	214
27833	29	123
27833	3203	123
27833	4973	123
29	139703	130
29	196825	130
29	218442	130
29	271342	130
29	271541	130
29	277481	130
29	277482	130
29	277700	130
29	277701	130
29	277702	130
29	277703	130
29	277704	130
29	277705	130
29	280719	130
29	3408	130
139703	4973	412
196825	3203	304
218442	3203	412
2373	30	145
2373	1412	145
2373	87361	145
2373	126244	145
2373	135833	145
2373	139759	145
2373	139760	145
2373	139761	145
2373	171517	145
2373	177847	145
2373	2439	145
2373	2672	145
30	3554	301
30	6840	301
30	7989	301
30	9080	301
30	14757	301
30	15940	301
30	17967	301
30	32282	301
30	41957	301
30	42246	301
30	54411	301
30	70284	301
30	93337	301
30	102824	301
30	110240	301
30	116893	301
30	128304	301
30	131840	301
30	132233	301
30	132235	301
30	134483	301
30	134484	301
30	135571	301
30	135572	301
30	136832	301
30	138918	301
30	139387	301
30	139388	301
30	3408	301
3554	78661	50
3554	141224	50
3554	141225	50
3554	141226	50
3554	141227	50
3554	203877	50
7989	432	195
7989	2703	195
9080	1759	50
14757	663	14
17967	2789	243
32282	493	187
32282	2933	187
32282	4303	187
54411	3168	78
128304	663	132
46706	31	44
46706	1810	44
31	62232	468
31	68916	468
31	88926	468
31	92863	468
31	93430	468
31	124266	468
31	155527	468
31	179375	468
31	188879	468
31	198086	468
31	209810	468
31	229275	468
31	233796	468
31	248960	468
31	250296	468
31	277884	468
62232	1810	86
62232	4754	86
68916	1810	144
88926	1810	89
92863	1810	431
93430	1810	152
155527	1810	125
198086	1810	253
209810	1810	356
229275	1810	199
250296	1810	125
277884	1810	170
24165	32	401
24165	2582	401
24165	3203	401
24165	3985	401
24165	4336	401
24165	4754	401
32	85788	400
32	108950	400
32	286315	400
32	286316	400
32	286317	400
108950	4754	422
28157	33	99
33	36974	379
33	36975	379
33	36976	379
33	36977	379
33	37320	379
33	3408	379
271813	34	482
271813	905	482
34	271818	411
34	286359	411
34	286360	411
34	286361	411
34	297153	411
271818	380	101
271818	905	101
33135	35	337
35	38156	95
35	40939	95
35	59802	95
35	131221	95
35	135211	95
35	173254	95
35	190071	95
35	198970	95
35	206039	95
35	246683	95
35	283976	95
35	302008	95
35	302009	95
35	308788	95
35	309927	95
35	313004	95
35	3408	95
38156	2604	423
59802	2604	32
131221	2604	439
283976	2604	138
115436	36	18
115436	4336	18
36	116130	407
36	116131	407
36	116132	407
36	128469	407
36	138783	407
36	194658	407
36	194659	407
36	2680	407
116130	3985	368
116130	4336	368
116131	3894	46
116131	3985	46
116131	4336	46
128469	3894	144
128469	3985	144
128469	4336	144
138783	4336	21
15653	38	57
15653	2471	57
15653	4219	57
15653	4431	57
15653	4659	57
38	37392	1
38	43543	1
38	65509	1
38	86338	1
38	159490	1
38	163417	1
38	168944	1
38	189241	1
38	189262	1
38	213456	1
38	239259	1
38	241018	1
38	241019	1
38	241020	1
37392	4219	480
37392	4659	480
65509	2471	273
65509	4219	273
65509	4431	273
86338	2471	250
86338	4219	250
86338	4431	250
159490	2471	19
159490	4219	19
159490	4431	19
168944	2471	499
168944	4431	499
189262	4219	162
189262	4659	162
213456	4219	60
213456	4431	60
239259	4219	461
239259	4431	461
5071	40	408
40	44043	251
40	130263	251
40	135068	251
40	187831	251
40	187832	251
40	187833	251
40	193322	251
40	193323	251
40	194501	251
40	198791	251
130263	4868	256
5274	41	381
5274	4336	381
5274	4754	381
41	5543	186
41	82874	186
41	89220	186
41	115076	186
41	149071	186
41	149072	186
41	162259	186
41	162327	186
41	3408	186
5543	4336	433
115076	3117	319
224	42	408
224	37970	408
224	37971	408
224	37972	408
224	38497	408
224	41128	408
224	41479	408
224	41480	408
224	42876	408
42	18251	216
42	25527	216
42	26570	216
42	28708	216
42	51723	216
42	84665	216
42	98089	216
42	102410	216
42	116942	216
42	122644	216
42	122645	216
42	124633	216
42	124634	216
42	126748	216
42	129404	216
42	142719	216
42	165302	216
42	213443	216
42	215995	216
42	260736	216
42	271195	216
42	271196	216
42	271197	216
42	275784	216
42	285674	216
42	294578	216
42	2680	216
49758	43	243
43	65998	410
43	65999	410
43	66000	410
43	66001	410
43	66002	410
43	73575	410
43	3408	410
2303	44	12
2303	2509	12
2303	27322	12
2303	29307	12
2303	29450	12
2303	33479	12
2303	33480	12
2303	33481	12
2303	71335	12
2303	78503	12
2303	81257	12
44	7036	281
44	7127	281
44	14634	281
44	16058	281
44	16654	281
44	3408	281
39813	46	315
39813	2082	315
39813	2406	315
39813	4754	315
46	41523	3
46	64698	3
46	64699	3
46	64700	3
46	64701	3
46	64702	3
13998	47	194
13998	4219	194
13998	4431	194
47	104404	331
47	106609	331
47	214670	331
47	246020	331
47	250565	331
47	250566	331
47	259209	331
47	259210	331
47	259211	331
47	259212	331
47	259213	331
106609	2752	237
106609	4303	237
106609	4431	237
106609	4732	237
28512	48	12
28512	1759	12
28512	3203	12
28512	3985	12
48	136853	303
48	174782	303
48	196821	303
48	196822	303
48	242363	303
48	253445	303
48	265384	303
136853	277	488
136853	3203	488
136853	3889	488
136853	3985	488
174782	3203	80
174782	3985	80
196821	3203	110
196821	3985	110
196822	3985	313
242363	3985	268
265384	3985	40
10037	49	214
10037	1901	214
10037	3181	214
49	28485	336
49	41491	336
49	58723	336
49	60952	336
49	67898	336
49	149479	336
49	154272	336
49	155174	336
49	155175	336
49	155176	336
49	155177	336
49	156049	336
49	165481	336
49	165482	336
41491	1901	309
41491	3181	309
58723	3181	109
67898	3181	334
149479	3181	128
154272	3181	284
155174	3181	7
155176	3181	16
131241	51	213
131241	258	213
131241	4240	213
51	206727	279
51	207227	279
51	209432	279
51	239550	279
51	301336	279
206727	4240	53
207227	4240	196
209432	258	288
209432	4240	288
26970	52	1
26970	4754	1
52	26971	457
52	26972	457
52	26973	457
52	26974	457
52	26975	457
52	29592	457
67742	53	32
67742	2202	32
67742	2829	32
53	105371	460
53	105373	460
53	108158	460
53	108159	460
53	108160	460
47342	54	309
47342	1577	309
47342	4219	309
54	189905	319
54	189906	319
54	191343	319
54	193569	319
54	193570	319
54	193581	319
54	1298	319
54	3408	319
3502	55	339
3502	305839	339
3502	305840	339
3502	307618	339
3502	315814	339
3502	315815	339
3502	316999	339
3502	4659	339
55	33401	484
55	33402	484
55	34233	484
55	34234	484
55	34235	484
55	34236	484
55	34237	484
470	56	266
470	36609	266
470	42861	266
470	90845	266
470	92992	266
470	147165	266
470	178987	266
470	190005	266
470	303412	266
470	303413	266
470	2250	266
470	4431	266
470	4659	266
56	33486	0
56	33487	0
56	33488	0
56	34385	0
56	35437	0
56	3408	0
33487	4431	6
53094	57	181
57	59090	12
57	61588	12
57	61589	12
57	61590	12
57	63501	12
57	3408	12
212628	58	424
212628	1532	424
212628	1927	424
212628	3540	424
58	237582	191
58	262031	191
58	273813	191
58	273815	191
58	300990	191
58	313889	191
237582	1927	24
237582	3540	24
262031	1927	199
262031	3540	199
273815	1927	461
543	59	486
543	24041	486
543	41741	486
543	105540	486
543	107120	486
543	130344	486
543	137923	486
543	140827	486
543	140828	486
59	13466	77
59	29559	77
59	34042	77
59	51542	77
59	66792	77
59	70205	77
59	87657	77
59	91176	77
59	91177	77
172856	60	334
172856	2789	334
60	172857	276
60	172858	276
60	172859	276
60	172860	276
60	172861	276
35375	61	19
61	43813	56
61	80515	56
61	102919	56
61	131969	56
61	168922	56
61	2597	56
61	4528	56
80515	1484	198
80515	2061	198
80515	4528	198
10622	63	469
63	37201	183
63	121492	183
63	159233	183
63	205871	183
63	215965	183
63	215966	183
63	239098	183
63	239100	183
63	247706	183
63	248714	183
63	256646	183
63	271766	183
63	277435	183
63	291654	183
63	291655	183
63	294299	183
63	298236	183
63	3408	183
27475	64	159
27475	496	159
27475	2686	159
27475	3596	159
27475	4557	159
64	99781	397
64	143639	397
64	150118	397
64	246159	397
64	255295	397
64	255296	397
64	267075	397
64	3408	397
99781	2686	103
99781	3596	103
99781	4557	103
150118	4557	481
255295	3596	297
137293	65	333
65	137294	271
65	137295	271
65	137412	271
65	137413	271
65	137497	271
65	138683	271
65	142290	271
65	3408	271
137294	4357	432
60254	66	329
66	60255	140
66	62164	140
66	64354	140
66	64355	140
66	64393	140
64354	4973	206
76904	69	90
76904	1759	90
69	108236	387
69	213407	387
69	224836	387
69	224837	387
69	224838	387
69	224839	387
69	224840	387
69	224843	387
69	233555	387
69	234052	387
69	234053	387
69	1781	387
108236	1759	150
115979	70	84
115979	816	84
70	116681	96
70	160697	96
70	162182	96
70	167657	96
70	169484	96
70	169485	96
70	183148	96
70	188821	96
70	188822	96
70	192715	96
70	198538	96
70	205774	96
116681	2462	8
160697	2462	24
162182	217	78
162182	816	78
167657	2462	428
169484	217	10
169484	816	10
169485	217	165
169485	816	165
169485	1851	165
183148	217	293
183148	816	293
183148	1851	293
192715	217	15
192715	816	15
198538	217	58
198538	816	58
205774	816	225
99253	71	107
99253	3540	107
71	187613	27
71	187614	27
71	189398	27
71	189534	27
71	189535	27
71	200185	27
71	200186	27
71	200187	27
71	206722	27
26816	73	203
26816	2703	203
73	72716	428
73	150708	428
73	190731	428
73	275445	428
73	275446	428
73	275447	428
73	279531	428
73	279532	428
73	3408	428
44339	75	264
75	44340	149
75	44341	149
75	44342	149
75	44343	149
75	44344	149
75	44345	149
44341	3203	157
5048	76	303
5048	4219	303
76	42783	336
76	44553	336
76	44554	336
76	44555	336
76	47217	336
76	3408	336
42783	4219	247
70530	77	274
70530	4528	274
77	101813	154
77	143116	154
77	248881	154
77	270655	154
77	270656	154
77	270657	154
77	270658	154
77	270659	154
88572	79	203
79	239862	109
79	266659	109
79	271277	109
79	271278	109
79	279155	109
79	279156	109
79	279157	109
79	279273	109
79	279274	109
79	279275	109
79	281470	109
79	281471	109
79	292809	109
79	3408	109
36800	80	323
80	80968	447
80	101829	447
80	137637	447
80	149925	447
80	168449	447
80	244124	447
80	282192	447
80968	3463	488
80968	4431	488
101829	3463	456
137637	3463	330
149925	3463	168
168449	4300	109
244124	3463	217
41948	81	225
41948	4754	225
81	49223	493
81	148565	493
81	205423	493
81	270486	493
81	270487	493
81	284814	493
49223	4754	319
148565	4754	313
205423	4754	355
117775	82	72
82	166672	476
82	233373	476
82	275601	476
82	275602	476
82	295959	476
166672	1243	250
166672	2456	250
233373	4754	174
60494	83	348
83	134393	174
83	179410	174
83	275640	174
83	275641	174
83	275642	174
83	3408	174
134393	4219	225
29884	84	393
84	36707	2
84	143059	2
84	143060	2
84	143061	2
84	143062	2
84	143063	2
84	3944	2
84	4497	2
36707	385	137
36707	2016	137
80489	87	127
87	113865	218
87	113867	218
87	132768	218
87	154818	218
87	191453	218
87	191454	218
87	228734	218
87	228802	218
87	2406	218
113865	4973	233
113867	4973	334
132768	2696	374
132768	3596	374
132768	4257	374
154818	3596	288
154818	4257	288
191453	3596	322
191453	4257	322
191454	4257	115
228802	3596	76
20120	88	34
20120	2471	34
20120	4219	34
20120	4431	34
88	59471	224
88	93168	224
88	122064	224
88	131332	224
88	131333	224
88	131334	224
88	134289	224
131333	2043	113
131333	4219	113
131333	4659	113
16427	89	352
16427	4336	352
89	134360	334
89	134361	334
89	134362	334
89	134363	334
89	144275	334
89	144276	334
89	145366	334
1279	90	13
1279	14176	13
1279	16854	13
1279	28248	13
1279	42180	13
1279	51743	13
1279	66298	13
1279	89360	13
1279	149379	13
1279	149380	13
1279	3943	13
1279	4872	13
90	64509	41
90	64510	41
90	64511	41
90	70207	41
90	70208	41
90	72830	41
189513	91	83
189513	4340	83
91	222035	306
91	222696	306
91	269700	306
91	269701	306
91	295674	306
91	295675	306
91	295676	306
222035	974	121
222035	3099	121
269700	974	112
295674	974	172
33968	93	431
33968	3227	431
93	60219	176
93	216759	176
93	216760	176
93	224318	176
93	224320	176
93	224322	176
60219	3227	163
60219	4528	163
63941	94	307
94	74998	275
94	82343	275
94	122872	275
94	122874	275
94	131423	275
94	216919	275
94	216920	275
94	216921	275
94	219626	275
94	224683	275
94	224685	275
94	224687	275
94	226026	275
94	233580	275
94	234847	275
82343	1239	429
224683	1239	102
233580	2730	23
233580	3889	23
63884	95	324
63884	1094	324
63884	2663	324
63884	4357	324
63884	4431	324
95	185852	283
95	217676	283
95	219627	283
95	219628	283
95	221354	283
95	221355	283
95	224084	283
95	226841	283
95	226842	283
185852	1094	456
185852	1185	456
217676	4489	53
93909	98	239
93909	1600	239
93909	4466	239
98	289128	248
98	304610	248
98	304611	248
98	304612	248
98	304613	248
13207	100	155
100	13259	3
100	20129	3
100	30661	3
100	39746	3
100	41393	3
100	41531	3
100	58745	3
100	63374	3
100	79503	3
100	94514	3
100	103001	3
100	108366	3
100	126105	3
100	145802	3
100	154400	3
100	176304	3
100	179742	3
100	183672	3
100	190579	3
100	211922	3
100	211923	3
100	211924	3
100	211925	3
100	211926	3
100	211927	3
100	211928	3
100	219430	3
100	219431	3
100	219432	3
100	219433	3
100	219434	3
100	222905	3
100	225920	3
39746	2703	106
41393	4937	116
41531	2061	336
41531	2525	336
41531	4791	336
58745	2394	453
63374	4791	11
126105	2730	28
145802	2525	344
145802	4791	344
183672	4791	280
190579	2016	43
211924	914	402
219431	4528	409
225920	4528	369
36404	102	434
102	48950	300
102	62572	300
102	88003	300
102	92016	300
102	144191	300
102	144225	300
102	266469	300
102	266470	300
102	292557	300
102	3408	300
48950	1553	399
144191	3325	478
63427	103	78
103	200431	385
103	205297	385
103	285921	385
103	292181	385
103	297163	385
103	3408	385
38443	104	226
38443	3408	226
104	49502	113
104	62989	113
104	64115	113
104	157924	113
104	177897	113
104	181422	113
104	184320	113
104	228058	113
104	231856	113
104	273264	113
104	273265	113
104	273266	113
104	289399	113
104	295472	113
104	295473	113
104	300991	113
104	300992	113
104	303266	113
104	303267	113
104	303268	113
104	305074	113
104	305075	113
104	305076	113
104	305077	113
104	305078	113
49502	4973	265
157924	3105	244
157924	4528	244
184320	4754	36
7800	107	146
107	16987	309
107	19641	309
107	115096	309
107	165595	309
107	189109	309
107	196837	309
107	196838	309
107	196839	309
107	196840	309
16987	4357	364
114656	108	343
114656	1656	343
114656	2608	343
114656	4754	343
114656	4973	343
108	132407	178
108	189909	178
108	189910	178
108	189911	178
108	189912	178
108	189913	178
108	203760	178
132407	4754	151
1486	109	474
1486	881	474
1486	47699	474
1486	112727	474
1486	114081	474
1486	177869	474
1486	177870	474
1486	177871	474
109	3024	395
109	9150	395
109	20201	395
109	29520	395
109	35766	395
109	35767	395
109	37382	395
109	37383	395
109	37384	395
109	37385	395
109	37386	395
109	37387	395
109	37388	395
109	37389	395
109	37438	395
109	37439	395
3024	4949	216
3024	21184	216
3024	54023	216
3024	59440	216
3024	108682	216
3024	162471	216
3024	213813	216
3024	234814	216
3024	284166	216
3024	287352	216
3024	4357	216
9150	881	426
29520	2789	105
35766	881	460
35767	881	213
37382	881	356
37383	881	291
37383	2406	291
37384	881	466
37385	881	189
37386	881	383
37387	881	374
37388	881	431
71726	111	499
111	77529	78
111	206212	78
111	241238	78
111	241239	78
111	241240	78
111	261281	78
77529	1570	302
206212	4868	46
36259	112	121
36259	2439	121
36259	2604	121
36259	2983	121
36259	4398	121
36259	4754	121
36259	4791	121
112	189133	114
112	189134	114
112	189135	114
112	190188	114
112	190190	114
65472	113	4
113	75997	248
113	75998	248
113	76641	248
113	84460	248
113	84461	248
113	88477	248
113	88478	248
113	88479	248
113	88480	248
113	88481	248
75997	4973	290
84460	2256	375
84460	3475	375
84460	4219	375
88479	4701	171
40277	114	269
40277	4754	269
114	74406	309
114	76737	309
114	89298	309
114	89299	309
114	89300	309
114	89301	309
114	89302	309
114	89303	309
114	96665	309
114	100822	309
74406	2604	302
74406	4754	302
76737	4754	295
43515	116	360
116	79913	439
116	244767	439
116	244768	439
116	244769	439
116	244770	439
116	3408	439
43134	118	479
118	43135	164
118	43136	164
118	43137	164
118	43138	164
118	43818	164
118	43819	164
118	3408	164
40396	119	422
40396	2094	422
40396	4040	422
40396	4398	422
119	44403	261
119	147125	261
119	284398	261
119	284399	261
119	286196	261
44403	2094	291
44403	4040	291
147125	2094	436
147125	4040	436
284398	2094	9
284399	2094	219
284399	4040	219
286196	2094	350
286196	4040	350
20188	122	310
20188	1621	310
122	306403	240
122	313393	240
122	313394	240
122	313395	240
122	316352	240
10529	126	221
10529	306	221
126	69534	165
126	111392	165
126	113389	165
126	137735	165
126	137736	165
126	3408	165
69534	727	492
113389	727	391
171554	127	331
127	279938	453
127	288021	453
127	305413	453
127	305414	453
127	305415	453
127	311497	453
127	793	453
127	3408	453
279938	4357	260
141589	128	463
128	209270	430
128	254936	430
128	257700	430
128	286253	430
128	287650	430
257700	2886	361
45937	129	254
45937	3301	254
45937	4528	254
129	96793	94
129	123567	94
129	212950	94
129	221799	94
129	226882	94
129	226883	94
129	3408	94
123567	3301	47
123567	4528	47
1679	130	348
1679	3898	348
1679	12949	348
1679	29908	348
1679	68960	348
1679	68961	348
1679	72700	348
1679	75218	348
130	3985	463
130	14662	463
130	34846	463
130	63892	463
130	64044	463
130	141053	463
130	144231	463
130	206392	463
130	3408	463
3985	250	113
3985	1606	113
3985	2201	113
3985	2861	113
3985	3204	113
3985	3814	113
3985	3948	113
3985	4062	113
3985	5049	113
3985	5288	113
3985	5345	113
3985	5914	113
3985	5957	113
3985	6422	113
3985	6424	113
3985	6700	113
3985	6815	113
3985	6831	113
3985	7044	113
3985	7352	113
3985	8354	113
3985	8855	113
3985	9028	113
3985	9272	113
3985	9330	113
3985	9527	113
3985	9566	113
3985	10236	113
3985	10599	113
3985	11165	113
3985	11824	113
3985	12472	113
3985	12763	113
3985	12910	113
3985	12966	113
3985	12977	113
3985	12979	113
3985	13937	113
3985	13938	113
3985	14637	113
3985	14720	113
3985	15627	113
3985	16699	113
3985	16889	113
3985	17188	113
3985	17745	113
3985	17850	113
3985	18044	113
3985	18092	113
3985	18140	113
3985	18528	113
3985	18618	113
3985	18731	113
3985	18758	113
3985	19014	113
3985	19077	113
3985	20620	113
3985	20981	113
3985	20988	113
3985	21074	113
3985	21121	113
3985	22101	113
3985	22228	113
3985	22418	113
3985	24257	113
3985	24432	113
3985	24508	113
3985	24514	113
3985	24947	113
3985	25016	113
3985	25018	113
3985	25367	113
3985	26394	113
3985	27128	113
3985	28123	113
3985	28484	113
3985	28604	113
3985	29371	113
3985	30354	113
3985	30711	113
3985	30779	113
3985	31353	113
3985	32379	113
3985	32887	113
3985	33159	113
3985	33420	113
3985	33948	113
3985	34160	113
3985	35220	113
3985	35513	113
3985	35727	113
3985	36599	113
3985	36991	113
3985	38126	113
3985	38222	113
3985	38594	113
3985	38859	113
3985	39627	113
3985	39969	113
3985	40158	113
3985	40175	113
3985	40195	113
3985	40267	113
3985	40340	113
3985	40354	113
3985	41441	113
3985	41635	113
3985	41982	113
3985	44470	113
3985	44695	113
3985	44775	113
3985	45122	113
3985	45142	113
3985	45827	113
3985	46157	113
3985	46261	113
3985	46589	113
3985	46749	113
3985	46831	113
3985	46982	113
3985	47109	113
3985	48068	113
3985	49049	113
3985	49262	113
3985	49587	113
3985	49612	113
3985	52167	113
3985	52259	113
3985	52305	113
3985	52485	113
3985	52807	113
3985	53771	113
3985	54012	113
3985	55555	113
3985	55620	113
3985	55633	113
3985	56008	113
3985	56387	113
3985	56469	113
3985	57127	113
3985	57333	113
3985	57433	113
3985	58878	113
3985	60276	113
3985	60325	113
3985	60553	113
3985	61132	113
3985	61338	113
3985	61765	113
3985	61824	113
3985	61828	113
3985	61865	113
3985	61952	113
3985	61986	113
3985	62286	113
3985	62436	113
3985	62987	113
3985	63237	113
3985	63333	113
3985	63404	113
3985	63444	113
3985	64803	113
3985	65252	113
3985	66017	113
3985	66104	113
3985	66847	113
3985	67090	113
3985	67470	113
3985	69187	113
3985	69298	113
3985	69895	113
3985	70241	113
3985	70293	113
3985	70556	113
3985	70761	113
3985	71787	113
3985	71987	113
3985	72052	113
3985	72210	113
3985	72244	113
3985	72340	113
3985	72841	113
3985	72874	113
3985	73267	113
3985	75515	113
3985	75624	113
3985	76459	113
3985	76583	113
3985	76604	113
3985	76700	113
3985	76927	113
3985	76993	113
3985	77295	113
3985	82202	113
3985	82500	113
3985	82501	113
3985	82617	113
3985	82645	113
3985	82723	113
3985	83580	113
3985	84348	113
3985	85075	113
3985	85322	113
3985	85771	113
3985	85804	113
3985	86097	113
3985	86098	113
3985	86748	113
3985	86834	113
3985	87208	113
3985	87428	113
3985	88145	113
3985	88763	113
3985	89122	113
3985	89240	113
3985	89428	113
3985	89683	113
3985	90377	113
3985	90748	113
3985	90882	113
3985	91423	113
3985	92054	113
3985	92338	113
3985	92821	113
3985	93070	113
3985	94237	113
3985	94342	113
3985	94537	113
3985	94783	113
3985	94988	113
3985	95727	113
3985	95764	113
3985	95790	113
3985	95791	113
3985	95817	113
3985	95818	113
3985	95819	113
3985	95822	113
3985	95834	113
3985	95835	113
3985	95836	113
3985	95837	113
3985	95838	113
3985	95867	113
3985	95878	113
3985	97825	113
3985	97934	113
3985	98026	113
3985	98471	113
3985	98979	113
3985	99034	113
3985	99562	113
3985	99581	113
3985	100026	113
3985	100094	113
3985	100215	113
3985	100276	113
3985	100583	113
3985	100771	113
3985	101443	113
3985	101636	113
3985	101637	113
3985	101760	113
3985	101762	113
3985	101763	113
3985	101833	113
3985	102862	113
3985	102878	113
3985	102879	113
3985	103852	113
3985	103854	113
3985	104573	113
3985	104620	113
3985	104621	113
3985	104710	113
3985	104769	113
3985	105499	113
3985	105527	113
3985	106590	113
3985	107226	113
3985	107732	113
3985	108074	113
3985	108075	113
3985	108080	113
3985	109235	113
3985	110120	113
3985	110961	113
3985	111025	113
3985	111441	113
3985	111809	113
3985	112730	113
3985	112963	113
3985	113240	113
3985	113693	113
3985	114412	113
3985	115437	113
3985	115922	113
3985	116149	113
3985	116268	113
3985	116454	113
3985	116734	113
3985	117203	113
3985	117705	113
3985	118418	113
3985	118419	113
3985	119270	113
3985	119781	113
3985	120035	113
3985	120081	113
3985	120113	113
3985	120114	113
3985	121225	113
3985	121990	113
3985	122550	113
3985	122584	113
3985	123036	113
3985	123555	113
3985	124428	113
3985	124576	113
3985	125048	113
3985	125338	113
3985	125339	113
3985	125458	113
3985	125535	113
3985	125733	113
3985	125782	113
3985	125783	113
3985	126254	113
3985	126739	113
3985	126807	113
3985	126903	113
3985	126959	113
3985	127517	113
3985	128605	113
3985	128723	113
3985	128812	113
3985	128817	113
3985	128999	113
3985	129125	113
3985	129270	113
3985	129419	113
3985	129823	113
3985	130328	113
3985	130331	113
3985	130474	113
3985	130705	113
3985	130708	113
3985	130709	113
3985	130904	113
3985	130973	113
3985	131178	113
3985	131889	113
3985	131911	113
3985	132549	113
3985	132560	113
3985	132562	113
3985	132639	113
3985	132640	113
3985	132771	113
3985	132779	113
3985	132797	113
3985	133218	113
3985	133220	113
3985	133462	113
3985	133578	113
3985	133738	113
3985	134512	113
3985	134749	113
3985	134754	113
3985	134756	113
