5000	7875
30	938	122
31	3249	360
31	4047	360
31	4048	360
31	4049	360
31	930	360
31	937	360
31	938	360
32	937	28
32	938	28
33	2989	76
33	3387	76
33	3388	76
33	3389	76
33	930	76
33	937	76
33	938	76
34	937	41
34	938	41
35	3137	95
35	3138	95
35	3139	95
35	930	95
35	937	95
35	938	95
36	2225	159
36	3257	159
36	3628	159
36	3629	159
36	930	159
36	937	159
36	938	159
37	937	371
37	938	371
38	3267	92
38	4880	92
38	4881	92
38	930	92
39	4948	337
39	4949	337
39	4950	337
39	4951	337
39	930	337
39	937	337
39	938	337
40	2718	74
40	930	74
40	937	74
40	938	74
41	4054	9
41	4604	9
41	4605	9
41	930	9
41	937	9
41	938	9
42	3652	238
42	3653	238
42	4798	238
42	4799	238
42	930	238
42	937	238
42	938	238
43	2801	3
43	4423	3
43	4424	3
43	4425	3
43	930	3
43	937	3
43	938	3
44	3501	28
44	4829	28
44	4830	28
44	4831	28
44	930	28
44	937	28
44	938	28
45	937	9
45	938	9
46	2988	30
46	4943	30
46	4944	30
46	4945	30
46	930	30
46	937	30
46	938	30
47	3438	64
47	4337	64
47	4338	64
47	4339	64
47	930	64
47	937	64
47	938	64
48	3008	332
48	3031	332
48	3032	332
48	3033	332
48	930	332
48	937	332
48	938	332
49	2991	170
49	2992	170
49	2993	170
49	2994	170
49	930	170
49	937	170
49	938	170
50	2991	75
50	2992	75
50	2993	75
50	2994	75
50	930	75
50	937	75
50	938	75
51	2114	45
51	2880	45
51	4220	45
51	930	45
51	937	45
51	938	45
52	1993	313
52	2198	313
52	4073	313
52	4074	313
52	930	313
52	937	313
52	938	313
53	3781	227
53	4739	227
53	4740	227
53	4741	227
53	930	227
53	937	227
53	938	227
1910	300	398
1910	438	398
1910	583	398
1910	741	398
1910	783	398
1910	856	398
1910	868	398
1910	872	398
54	4328	246
54	4329	246
54	4330	246
54	930	246
54	937	246
54	938	246
56	2674	206
56	2675	206
56	2676	206
56	2677	206
56	930	206
56	937	206
56	938	206
55	2942	358
55	2943	358
55	3373	358
55	3374	358
55	930	358
55	937	358
55	938	358
57	4546	269
57	4826	269
57	4827	269
57	4828	269
57	930	269
58	937	124
59	1943	4
59	4992	4
59	4993	4
59	4994	4
59	930	4
59	937	4
59	938	4
60	937	213
60	938	213
61	2207	158
61	4736	158
61	4737	158
61	4738	158
61	930	158
61	937	158
61	938	158
62	2292	67
62	2294	67
62	2295	67
62	2296	67
62	930	67
62	937	67
62	938	67
63	4607	272
63	4608	272
63	4609	272
63	4610	272
63	930	272
63	937	272
63	938	272
64	2202	279
64	2835	279
64	3218	279
64	4437	279
64	930	279
64	937	279
64	938	279
65	2194	342
65	4932	342
65	4933	342
65	4934	342
65	930	342
65	937	342
65	938	342
66	3618	58
66	3619	58
66	3620	58
66	3621	58
66	930	58
67	4253	186
67	4254	186
67	4255	186
67	4256	186
67	930	186
67	937	186
67	938	186
68	1927	340
68	4995	340
68	4996	340
68	4997	340
68	930	340
69	3784	386
69	4186	386
69	4187	386
69	4188	386
69	930	386
70	2836	55
70	2922	55
70	4447	55
70	4448	55
70	930	55
70	937	55
70	938	55
71	1982	146
71	3762	146
71	3763	146
71	3764	146
71	930	146
72	2743	255
72	3250	255
72	3251	255
72	3252	255
72	930	255
73	2941	245
73	4427	245
73	4428	245
73	4429	245
73	930	245
73	937	245
73	938	245
74	3243	134
74	3310	134
74	3311	134
74	4211	134
74	930	134
74	937	134
74	938	134
75	3767	307
75	4742	307
75	4743	307
75	930	307
75	938	307
76	3767	99
76	4742	99
76	4743	99
76	930	99
77	3244	75
77	3759	75
77	3760	75
77	3761	75
77	930	75
77	937	75
77	938	75
78	3665	238
78	3666	238
78	3667	238
78	3668	238
78	930	238
78	937	238
78	938	238
79	2260	90
79	2972	90
79	2973	90
79	4825	90
79	668	90
79	930	90
79	937	90
79	938	90
80	2916	195
80	2917	195
80	3976	195
80	4622	195
80	930	195
80	937	195
80	938	195
81	2679	376
81	3861	376
81	4430	376
81	4431	376
81	930	376
81	937	376
81	938	376
82	1876	386
82	3268	386
82	3269	386
82	3270	386
82	930	386
82	937	386
83	3072	107
83	3351	107
83	3352	107
83	3757	107
83	930	107
83	937	107
83	938	107
84	3948	15
84	4636	15
84	4637	15
84	4638	15
84	930	15
85	3948	96
85	4636	96
85	4637	96
85	4638	96
85	937	96
85	938	96
86	3948	318
86	4636	318
86	4637	318
86	4638	318
86	930	318
86	937	318
86	938	318
4999	938	100
2752	315	238
87	937	38
87	938	38
88	937	286
2753	660	182
89	937	353
89	938	353
90	937	78
90	938	78
91	2003	113
91	2004	113
91	2005	113
91	3051	113
91	930	113
91	937	113
91	938	113
92	4044	284
92	4170	284
92	4171	284
92	4172	284
92	930	284
93	937	218
93	938	218
94	937	110
94	938	110
95	3065	359
95	3801	359
95	3802	359
95	3803	359
95	930	359
95	937	359
95	938	359
96	2829	334
96	2846	334
96	3255	334
96	4113	334
96	930	334
96	937	334
96	938	334
97	937	178
97	938	178
98	2735	258
98	3499	258
98	3500	258
98	4166	258
98	930	258
98	937	258
98	938	258
2267	872	322
3007	585	338
3007	656	338
3007	699	338
3007	831	338
99	938	343
3009	656	315
3009	699	315
3009	831	315
1912	924	207
3010	553	61
3010	656	61
3010	699	61
3010	831	61
3011	553	386
3011	585	386
3011	656	386
3011	699	386
3011	831	386
3012	585	101
3012	656	101
3012	699	101
3013	553	393
3013	585	393
3013	656	393
3013	831	393
3014	656	299
3014	831	299
3015	585	154
3015	656	154
3015	699	154
3015	831	154
3016	553	329
3016	585	329
3016	656	329
3016	831	329
3017	585	12
3017	656	12
3017	699	12
3017	831	12
3018	553	355
3018	585	355
3018	656	355
3019	656	239
3019	699	239
3019	831	239
3020	656	169
3021	553	350
3021	585	350
3021	656	350
3021	831	350
3022	553	298
3022	585	298
3022	656	298
3022	831	298
3023	553	78
3023	585	78
3023	656	78
3023	831	78
3024	553	151
3024	585	151
3024	656	151
3024	699	151
3024	831	151
100	937	250
101	3857	280
101	3858	280
101	3859	280
101	3860	280
101	930	280
102	3253	162
102	3278	162
102	4879	162
102	930	162
103	2669	361
103	2670	361
103	4974	361
103	4975	361
103	930	361
3025	553	353
3025	585	353
3025	656	353
3025	699	353
3025	831	353
3026	585	24
3026	656	24
3026	699	24
3026	831	24
3027	553	62
3027	585	62
3027	656	62
3027	699	62
3027	831	62
3028	656	42
3028	831	42
3029	585	392
3029	656	392
3029	699	392
3029	831	392
3030	656	171
3030	699	171
104	1839	21
104	2168	21
104	3304	21
104	4903	21
104	930	21
104	937	21
105	2039	249
105	4952	249
105	4953	249
105	4954	249
105	930	249
105	937	249
105	938	249
106	2177	133
106	2178	133
106	4976	133
106	4977	133
106	908	133
106	930	133
2268	924	244
1913	615	37
1913	616	37
1913	618	37
1913	655	37
1913	701	37
1913	777	37
1913	778	37
1913	867	37
107	938	342
108	3302	208
108	4394	208
108	4395	208
108	4396	208
108	4397	208
108	930	208
109	938	130
110	3049	1
110	3219	1
110	3220	1
110	3221	1
110	3222	1
110	776	1
110	937	1
110	938	1
111	3049	230
111	3219	230
111	3220	230
111	3221	230
111	3222	230
111	930	230
111	937	230
112	4305	31
112	4306	31
112	4307	31
112	4308	31
112	4309	31
112	930	31
112	938	31
113	937	313
113	938	313
114	3427	297
114	3428	297
114	3429	297
114	3430	297
114	3431	297
114	930	297
114	937	297
114	938	297
115	4619	376
115	4620	376
115	4621	376
115	930	376
115	937	376
115	938	376
116	2823	136
116	3073	136
116	3074	136
116	3075	136
116	930	136
117	3039	364
117	3475	364
117	3476	364
117	3477	364
117	3630	364
117	930	364
118	2297	10
118	2803	10
118	2995	10
118	4722	10
118	4723	10
118	930	10
118	937	10
118	938	10
119	2859	395
119	3627	395
119	3862	395
119	3863	395
119	930	395
119	937	395
119	938	395
120	1842	157
120	3623	157
120	3624	157
120	3625	157
120	3626	157
120	930	157
120	937	157
120	938	157
121	2222	344
121	2663	344
121	4024	344
121	4025	344
121	930	344
121	937	344
121	938	344
122	3994	238
122	4611	238
122	4612	238
122	4613	238
122	4614	238
122	776	238
122	930	238
122	937	238
122	938	238
123	725	381
123	938	381
124	4418	9
124	4419	9
124	4420	9
124	4421	9
124	4422	9
124	930	9
124	937	9
124	938	9
125	3393	236
125	3394	236
125	3395	236
125	4617	236
125	4618	236
125	930	236
125	937	236
126	937	278
126	938	278
127	4398	390
127	4399	390
127	4400	390
127	930	390
127	937	390
128	4253	70
128	4254	70
128	4255	70
128	4256	70
128	937	70
129	937	380
129	938	380
130	2307	165
130	4807	165
130	4808	165
130	4809	165
130	4810	165
130	930	165
130	937	165
130	938	165
131	3577	240
131	3578	240
131	3579	240
131	3580	240
131	3581	240
131	930	240
131	938	240
132	3783	158
132	4050	158
132	4051	158
132	4052	158
132	4053	158
132	930	158
133	2841	235
133	2842	235
133	2843	235
133	4946	235
133	4947	235
133	930	235
133	937	235
133	938	235
134	937	259
134	938	259
135	4007	109
135	4008	109
135	4009	109
135	4010	109
135	4011	109
135	930	109
135	937	109
135	938	109
3128	174	60
3128	738	60
3129	174	3
3129	738	3
3130	174	380
3130	738	380
136	2220	82
136	2953	82
136	3433	82
136	3434	82
136	3435	82
136	930	82
3131	174	56
3131	738	56
3034	149	29
3034	242	29
2096	900	227
2096	924	227
3035	149	0
3036	149	292
3037	149	189
3038	149	64
137	937	70
137	938	70
138	3214	98
138	3215	98
138	3216	98
138	3217	98
138	4631	98
138	930	98
138	937	98
138	938	98
139	3418	1
139	3419	1
139	3548	1
139	3549	1
139	930	1
140	2724	252
140	2725	252
140	4700	252
140	930	252
141	2123	163
141	2795	163
141	3755	163
141	3804	163
141	3805	163
141	930	163
141	937	163
141	938	163
142	3246	12
142	4915	12
142	4916	12
142	4917	12
142	4918	12
142	930	12
143	4046	330
143	4193	330
143	4194	330
143	4553	330
143	930	330
143	937	330
143	938	330
3132	291	61
3133	291	259
144	938	167
145	3773	322
145	3774	322
145	3775	322
145	3776	322
145	3777	322
145	930	322
145	937	322
145	938	322
146	2920	106
146	4718	106
146	4719	106
146	4720	106
146	4721	106
146	930	106
147	2944	21
147	3540	21
147	4821	21
147	4822	21
147	4823	21
147	4824	21
147	930	21
147	937	21
147	938	21
1914	270	84
148	4486	117
148	4487	117
148	4488	117
148	4489	117
148	4490	117
148	4491	117
148	930	117
148	937	117
148	938	117
149	4935	186
149	930	186
149	937	186
149	938	186
150	2704	349
150	3320	349
150	3655	349
150	3656	349
150	3657	349
150	3658	349
150	930	349
151	2208	54
151	2940	54
151	3277	54
151	3685	54
151	3686	54
151	3687	54
151	930	54
152	3651	204
152	4432	204
152	4433	204
152	4434	204
152	4435	204
152	4436	204
152	930	204
152	937	204
152	938	204
153	3204	45
153	3717	45
153	3718	45
153	3719	45
153	3720	45
153	3721	45
153	930	45
154	2930	70
154	2931	70
154	3432	70
154	3436	70
154	3437	70
154	4856	70
154	930	70
154	937	70
154	938	70
155	1817	383
155	2272	383
155	3307	383
155	3308	383
155	3309	383
155	4426	383
155	930	383
155	937	383
155	938	383
156	3265	191
156	4882	191
156	4883	191
156	4884	191
156	930	191
157	4703	251
157	4704	251
157	4705	251
157	4706	251
157	4707	251
157	4708	251
157	930	251
157	937	251
157	938	251
158	2808	96
158	2809	96
158	2810	96
158	2811	96
158	2812	96
158	2813	96
158	930	96
159	3279	1
159	3384	1
159	4554	1
159	4555	1
159	4556	1
159	4557	1
159	930	1
2035	852	184
160	4813	139
160	4814	139
160	4815	139
160	4816	139
160	4817	139
160	930	139
1835	317	292
161	937	69
161	938	69
2722	349	119
162	4522	329
162	4523	329
162	4524	329
162	4525	329
162	4526	329
162	4527	329
162	930	329
162	937	329
162	938	329
163	4514	311
163	4515	311
163	4516	311
163	4517	311
163	930	311
163	937	311
163	938	311
164	4518	151
164	4519	151
164	4520	151
164	4521	151
164	930	151
164	938	151
165	2729	199
165	4969	199
165	4970	199
165	4971	199
165	4972	199
165	4973	199
165	930	199
166	937	102
166	938	102
167	2954	116
167	3135	116
167	3261	116
167	4632	116
167	4633	116
167	4634	116
167	930	116
167	937	116
167	938	116
168	937	147
168	938	147
169	937	258
170	937	335
170	938	335
171	2028	197
171	3235	197
171	3972	197
171	3973	197
171	3974	197
171	3975	197
171	930	197
171	938	197
172	4873	288
172	4874	288
172	4875	288
172	4876	288
172	4877	288
172	4878	288
172	930	288
172	937	288
172	938	288
173	3140	266
173	3141	266
173	4911	266
173	4912	266
173	4913	266
173	930	266
173	937	266
173	938	266
174	3314	276
174	930	276
174	937	276
174	938	276
175	3315	322
175	3316	322
175	3317	322
175	3318	322
175	3319	322
175	930	322
175	937	322
175	938	322
176	937	224
176	938	224
177	937	334
177	938	334
178	4639	91
178	4640	91
178	4641	91
178	4642	91
178	4643	91
178	4644	91
178	930	91
178	937	91
178	938	91
179	2306	45
179	2948	45
179	3971	45
179	4086	45
179	4087	45
179	4088	45
179	930	45
179	937	45
179	938	45
180	938	12
181	2921	187
181	3631	187
181	3632	187
181	3633	187
181	3634	187
181	3635	187
181	930	187
181	937	187
181	938	187
182	4639	63
182	4640	63
182	4641	63
182	4642	63
182	4643	63
182	4644	63
182	930	63
183	2804	253
183	4235	253
183	4236	253
183	4237	253
183	4238	253
183	4239	253
183	930	253
2097	924	263
184	3285	255
184	4734	255
184	4735	255
184	930	255
4262	349	93
185	2955	65
185	2956	65
185	2957	65
185	3705	65
185	930	65
185	937	65
185	938	65
186	3722	234
186	3723	234
186	3724	234
186	3725	234
186	3726	234
186	4630	234
186	930	234
4853	332	48
187	3517	387
187	4800	387
187	4801	387
187	4802	387
187	4803	387
187	4804	387
187	930	387
188	3248	225
188	4189	225
188	4190	225
188	4191	225
188	4268	225
188	4269	225
188	930	225
188	937	225
188	938	225
4854	332	349
4855	332	399
189	2869	57
189	3645	57
189	3646	57
189	4291	57
189	4292	57
189	4293	57
189	930	57
4267	349	354
190	4792	169
190	4793	169
190	4794	169
190	4795	169
190	4796	169
190	4797	169
190	930	169
190	937	169
190	938	169
191	4331	202
191	4332	202
191	4333	202
191	4334	202
191	4335	202
191	4336	202
191	930	202
192	2822	136
192	3390	136
192	3391	136
192	3392	136
192	4310	136
192	4311	136
192	930	136
192	937	136
192	938	136
193	3541	15
193	3542	15
193	3543	15
193	3544	15
193	3545	15
193	3546	15
193	930	15
193	937	15
193	938	15
194	3468	112
194	3469	112
194	3470	112
194	3471	112
194	3472	112
194	4635	112
194	930	112
194	937	112
194	938	112
195	4174	217
195	4175	217
195	4176	217
195	4177	217
195	4178	217
195	4179	217
195	930	217
196	2800	19
196	2932	19
196	3245	19
196	3768	19
196	3769	19
196	3770	19
196	930	19
197	3056	35
197	3057	35
197	3058	35
197	3059	35
197	4180	35
197	930	35
197	937	35
197	938	35
198	4764	175
198	4765	175
198	4766	175
198	4767	175
198	4768	175
198	930	175
198	937	175
198	938	175
199	2747	342
199	2913	342
199	3617	342
199	4069	342
199	4070	342
199	4603	342
199	930	342
200	2678	290
200	3806	290
200	3807	290
200	4167	290
200	4168	290
200	4169	290
200	930	290
201	937	351
201	938	351
202	3358	314
202	3750	314
202	3751	314
202	3752	314
202	3753	314
202	3754	314
202	930	314
203	2219	216
203	3055	216
203	3076	216
203	3077	216
203	3078	216
203	3079	216
203	930	216
204	4769	243
204	4770	243
204	4771	243
204	4772	243
204	4773	243
204	4774	243
204	930	243
204	937	243
204	938	243
205	3378	173
205	3379	173
205	3380	173
205	3381	173
205	4861	173
205	4862	173
205	930	173
205	937	173
205	938	173
206	3354	296
206	4865	296
206	4866	296
206	4867	296
206	4868	296
206	4869	296
206	930	296
207	2732	287
207	4832	287
207	4833	287
207	4834	287
207	4835	287
207	930	287
208	2827	313
208	3262	313
208	3263	313
208	3264	313
208	3977	313
208	4615	313
208	930	313
208	937	313
208	938	313
209	3397	128
209	3398	128
209	3399	128
209	3400	128
209	3401	128
209	4858	128
209	930	128
3134	291	357
210	3822	117
210	3949	117
210	3950	117
210	3951	117
210	3952	117
210	3953	117
210	930	117
211	3707	331
211	3708	331
211	3709	331
211	3710	331
211	4791	331
211	930	331
212	2762	72
212	2763	72
212	2764	72
212	3636	72
212	3955	72
212	3956	72
212	930	72
213	2802	154
213	3325	154
213	3326	154
213	3327	154
213	4872	154
213	930	154
214	2106	381
214	2791	381
214	2792	381
214	930	381
215	937	138
215	938	138
216	3146	75
216	3147	75
216	3148	75
216	3149	75
216	3150	75
216	4910	75
216	930	75
217	937	189
217	938	189
218	3069	49
218	3259	49
218	3343	49
218	3344	49
218	3345	49
218	3346	49
218	930	49
218	938	49
219	930	18
220	3231	339
220	3232	339
220	3233	339
220	930	339
220	937	339
220	938	339
221	4367	61
221	4368	61
221	4369	61
221	4370	61
221	4371	61
221	4372	61
221	930	61
222	3808	28
222	4373	28
222	4374	28
222	4375	28
222	4376	28
222	4377	28
222	930	28
223	3808	59
223	4373	59
223	4374	59
223	4375	59
223	4376	59
223	4377	59
223	930	59
224	937	77
225	1999	199
225	4089	199
225	4090	199
225	4091	199
225	4092	199
225	4093	199
225	4094	199
225	930	199
225	937	199
225	938	199
226	2306	358
226	2948	358
226	3971	358
226	4085	358
226	4086	358
226	4087	358
226	4088	358
226	930	358
226	937	358
226	938	358
227	2729	137
227	4969	137
227	4970	137
227	4971	137
227	4972	137
227	4973	137
227	937	137
228	937	360
2000	924	362
1915	618	280
1916	852	160
1916	867	160
1917	867	16
2098	924	162
229	937	39
2099	867	46
2924	345	155
230	937	294
2036	924	35
2269	924	189
2321	253	324
2754	900	389
2754	924	389
2796	524	390
2270	924	218
2860	304	251
2100	924	273
2824	250	40
231	235	207
232	772	391
232	821	391
232	900	391
232	924	391
2797	350	131
233	924	305
2918	301	146
1949	924	331
2723	277	237
2723	316	237
2703	924	369
2109	289	212
2037	900	344
2037	924	344
4045	265	117
2798	900	275
2798	924	275
1818	315	61
234	938	138
235	1843	238
235	1888	238
235	1892	238
235	1964	238
235	2661	238
235	2832	238
235	2914	238
235	3116	238
235	3711	238
235	3712	238
235	3713	238
235	3714	238
235	3715	238
235	3716	238
235	930	238
235	937	238
235	938	238
236	937	218
236	938	218
237	2745	99
237	3303	99
237	4012	99
237	4013	99
237	4014	99
237	4015	99
237	4016	99
237	4017	99
237	4018	99
237	4019	99
237	4020	99
237	4021	99
237	4022	99
237	4023	99
237	930	99
237	937	99
237	938	99
238	4775	195
238	4776	195
238	4777	195
238	4778	195
238	4779	195
238	4780	195
238	4781	195
238	4782	195
238	4783	195
238	4784	195
238	4785	195
238	4786	195
238	4787	195
238	4788	195
238	4789	195
238	930	195
238	937	195
238	938	195
239	937	137
239	938	137
240	2203	8
240	2737	8
240	2738	8
240	2852	8
240	2894	8
240	3322	8
240	3323	8
240	3643	8
240	3794	8
240	3795	8
240	3796	8
240	3797	8
240	3798	8
240	3799	8
240	3800	8
240	930	8
240	937	8
240	938	8
241	937	22
241	938	22
242	937	14
242	938	14
243	3586	206
243	3588	206
243	3590	206
243	3591	206
243	3592	206
243	3593	206
243	3594	206
243	3595	206
243	3596	206
243	3597	206
243	3598	206
243	3599	206
243	3600	206
243	3615	206
243	930	206
243	937	206
243	938	206
244	3586	245
244	3587	245
244	3588	245
244	3590	245
244	3591	245
244	3592	245
244	3593	245
244	3594	245
244	3595	245
244	3596	245
244	3597	245
244	3598	245
244	3599	245
244	3600	245
244	3615	245
244	930	245
244	937	245
244	938	245
245	2673	261
245	3478	261
245	3479	261
245	3480	261
245	3481	261
245	3482	261
245	3483	261
245	3484	261
245	3485	261
245	3486	261
245	3487	261
245	3488	261
245	3489	261
245	3490	261
245	3491	261
245	930	261
245	937	261
245	938	261
246	1846	242
246	2711	242
246	2816	242
246	2974	242
246	2975	242
246	2976	242
246	2977	242
246	2978	242
246	2979	242
246	2980	242
246	2981	242
246	2982	242
246	2983	242
246	2984	242
246	4173	242
246	930	242
246	937	242
246	938	242
247	937	230
247	938	230
248	937	128
248	938	128
249	1829	279
249	1838	279
249	1859	279
249	1860	279
249	1861	279
249	1862	279
249	1863	279
249	1864	279
249	1865	279
249	1866	279
249	1867	279
249	1868	279
249	1869	279
249	1870	279
249	1871	279
249	930	279
249	937	279
249	938	279
250	1820	213
250	1844	213
250	2108	213
250	2246	213
250	2815	213
250	3110	213
250	3281	213
250	3282	213
250	3353	213
250	3660	213
250	3661	213
250	3662	213
250	3663	213
250	3664	213
250	930	213
250	937	213
250	938	213
251	937	52
251	938	52
252	3932	18
252	3933	18
252	4388	18
252	4389	18
252	4390	18
252	4391	18
252	4392	18
252	4393	18
252	930	18
252	937	18
252	938	18
253	2665	164
253	2726	164
253	2889	164
253	2890	164
253	2891	164
253	3258	164
253	3382	164
253	3637	164
253	3638	164
253	3639	164
253	3640	164
253	3641	164
253	930	164
253	937	164
254	937	254
254	938	254
255	1994	335
255	4500	335
255	4501	335
255	4502	335
255	4503	335
255	4504	335
255	4505	335
255	4506	335
255	4507	335
255	4508	335
255	4509	335
255	4510	335
255	4511	335
255	4512	335
255	4513	335
255	930	335
255	937	335
255	938	335
256	937	312
256	938	312
257	3256	75
257	4898	75
257	4899	75
257	4900	75
257	4901	75
257	4902	75
257	930	75
257	937	75
257	938	75
258	2031	289
258	2828	289
258	2864	289
258	2865	289
258	2866	289
258	2867	289
258	3300	289
258	3659	289
258	4165	289
258	4322	289
258	4323	289
258	4324	289
258	4325	289
258	4326	289
258	4327	289
258	930	289
258	937	289
258	938	289
259	3247	256
259	3758	256
259	3793	256
259	4465	256
259	4466	256
259	4467	256
259	4468	256
259	4469	256
259	4470	256
259	4471	256
259	4472	256
259	4473	256
259	4474	256
259	4475	256
259	4476	256
259	930	256
259	937	256
259	938	256
260	1955	248
260	2848	248
260	2849	248
260	2952	248
260	3080	248
260	3081	248
260	3082	248
260	3520	248
260	3521	248
260	3522	248
260	3523	248
260	3524	248
260	3525	248
260	3526	248
260	3527	248
260	930	248
260	937	248
260	938	248
261	937	167
261	938	167
262	3136	278
262	4980	278
262	4981	278
262	4982	278
262	4983	278
262	4984	278
262	4985	278
262	4986	278
262	4987	278
262	4988	278
262	4989	278
262	4990	278
262	4991	278
262	930	278
263	3136	35
263	4980	35
263	4981	35
263	4982	35
263	4983	35
263	4984	35
263	4985	35
263	4986	35
263	4987	35
263	4988	35
263	4989	35
263	4990	35
263	4991	35
263	930	35
263	937	35
263	938	35
264	3439	177
264	3440	177
264	3441	177
264	3442	177
264	3443	177
264	3444	177
264	4438	177
264	4439	177
264	4440	177
264	4441	177
264	4442	177
264	4443	177
264	4444	177
264	4445	177
264	4446	177
264	930	177
264	937	177
264	938	177
265	3236	321
265	3237	321
265	3238	321
265	3239	321
265	3449	321
265	3450	321
265	3451	321
265	3452	321
265	3453	321
265	4492	321
265	4493	321
265	4494	321
265	4495	321
265	4496	321
265	930	321
266	937	274
266	938	274
267	938	339
268	937	265
268	938	265
269	937	218
269	938	218
270	2044	75
270	2075	75
270	2205	75
270	2206	75
270	2895	75
270	2896	75
270	4212	75
270	4213	75
270	4214	75
270	4215	75
270	4216	75
270	4217	75
270	4218	75
270	4219	75
270	930	75
270	937	75
270	938	75
271	937	121
271	938	121
272	3060	351
272	3061	351
272	4919	351
272	4920	351
272	4921	351
272	4922	351
272	4923	351
272	4924	351
272	4925	351
272	4926	351
272	4927	351
272	4928	351
272	4929	351
272	4930	351
272	4931	351
272	930	351
272	937	351
272	938	351
273	3060	200
273	3061	200
273	4919	200
273	4920	200
273	4921	200
273	4922	200
273	4923	200
273	4924	200
273	4925	200
273	4926	200
273	4927	200
273	4928	200
273	4929	200
273	4930	200
273	4931	200
273	930	200
273	937	200
273	938	200
274	938	30
275	4558	258
275	4559	258
275	4560	258
275	4561	258
275	4562	258
275	4563	258
275	4564	258
275	4565	258
275	4566	258
275	4567	258
275	4568	258
275	4569	258
275	4570	258
275	4571	258
275	4572	258
275	930	258
275	937	258
275	938	258
276	4528	257
276	4529	257
276	4530	257
276	4531	257
276	4532	257
276	4533	257
276	4534	257
276	4535	257
276	4536	257
276	4537	257
276	4538	257
276	4539	257
276	4540	257
276	4541	257
276	4542	257
276	930	257
276	937	257
276	938	257
277	3362	351
277	3376	351
277	3377	351
277	3996	351
277	3997	351
277	3998	351
277	3999	351
277	4000	351
277	4002	351
277	4003	351
277	4004	351
277	4005	351
277	4006	351
277	4547	351
277	930	351
277	937	351
277	938	351
278	4071	56
278	4072	56
278	4210	56
278	4477	56
278	4478	56
278	4479	56
278	4480	56
278	4481	56
278	4482	56
278	4483	56
278	4484	56
278	4485	56
278	4550	56
278	4551	56
278	4552	56
278	930	56
279	937	115
279	938	115
280	937	161
280	938	161
281	2794	65
281	2807	65
281	3355	65
281	3356	65
281	3357	65
281	4378	65
281	4379	65
281	4380	65
281	4381	65
281	4382	65
281	4383	65
281	4384	65
281	4385	65
281	4386	65
281	4387	65
281	930	65
281	937	65
281	938	65
282	2794	10
282	2807	10
282	3355	10
282	3356	10
282	4378	10
282	4379	10
282	4380	10
282	4382	10
282	4383	10
282	4384	10
282	4385	10
282	4386	10
282	4387	10
282	937	10
282	938	10
283	937	66
283	938	66
284	937	23
284	938	23
285	937	275
285	938	275
286	2102	156
286	2103	156
286	2104	156
286	2105	156
286	2733	156
286	3053	156
286	3054	156
286	3112	156
286	3113	156
286	3114	156
286	3115	156
286	3283	156
286	3349	156
286	3574	156
286	3582	156
286	930	156
287	3143	322
287	3144	322
