5000	145025
400	222	92
222	400	341
400	1898	92
1898	400	191
400	2483	92
2483	400	44
400	1905	92
1905	400	142
400	1030	92
1030	400	132
400	2515	92
2515	400	113
400	851	92
851	400	9
400	1310	92
1310	400	163
400	1608	92
1608	400	195
400	1576	92
1576	400	64
400	2555	92
2555	400	158
400	2349	92
2349	400	54
400	224	92
224	400	270
400	379	92
379	400	273
400	2125	92
2125	400	6
400	2621	92
2621	400	335
400	2632	92
2632	400	187
400	2081	92
2081	400	340
400	2539	92
2539	400	296
400	2708	92
2708	400	307
400	488	92
488	400	363
400	438	92
438	400	104
400	2350	92
2350	400	135
400	1400	92
1400	400	300
400	2496	92
2496	400	323
400	2745	92
2745	400	269
400	130	92
130	400	153
400	141	92
141	400	91
400	163	92
163	400	29
400	2582	92
2582	400	255
400	2822	92
2822	400	263
400	139	92
139	400	47
400	916	92
916	400	40
400	225	92
225	400	121
400	148	92
148	400	228
400	2581	92
2581	400	180
400	152	92
152	400	166
400	156	92
156	400	307
400	161	92
161	400	110
400	195	92
195	400	35
400	638	92
638	400	8
400	1956	92
1956	400	241
400	205	92
205	400	262
400	166	92
166	400	279
400	173	92
173	400	181
400	2481	92
2481	400	196
400	177	92
177	400	321
400	194	92
194	400	249
400	2646	92
2646	400	20
400	188	92
188	400	252
400	2603	92
2603	400	112
400	192	92
192	400	286
400	200	92
200	400	298
400	201	92
201	400	337
400	203	92
203	400	16
400	204	92
204	400	348
400	208	92
208	400	126
400	212	92
212	400	57
400	216	92
216	400	396
400	1026	92
1026	400	253
400	233	92
233	400	295
400	236	92
236	400	248
400	3205	92
3205	400	150
400	2226	92
2226	400	11
400	2470	92
2470	400	224
400	1332	92
1332	400	364
400	2689	92
2689	400	90
400	1615	92
1615	400	205
400	2649	92
2649	400	143
400	2091	92
2091	400	224
400	2345	92
2345	400	21
400	2194	92
2194	400	377
400	1613	92
1613	400	309
400	1705	92
1705	400	297
400	1001	92
1001	400	237
400	1399	92
1399	400	88
400	2921	92
2921	400	239
400	3281	92
3281	400	60
400	1014	92
1014	400	264
400	2027	92
2027	400	127
400	2535	92
2535	400	95
400	2077	92
2077	400	187
400	433	92
433	400	142
400	2681	92
2681	400	83
400	2392	92
2392	400	35
400	494	92
494	400	316
400	1344	92
1344	400	334
400	1044	92
1044	400	310
400	2367	92
2367	400	268
400	2991	92
2991	400	218
400	1102	92
1102	400	332
400	550	92
550	400	273
400	2440	92
2440	400	151
400	3857	92
3857	400	315
400	4105	92
4105	400	134
400	1239	92
1239	400	213
400	2625	92
2625	400	208
400	2987	92
2987	400	323
400	2659	92
2659	400	68
400	2713	92
2713	400	370
400	4094	92
4094	400	220
400	2196	92
2196	400	250
400	2883	92
2883	400	312
400	3273	92
3273	400	164
400	3149	92
3149	400	76
400	4288	92
4288	400	40
400	4346	92
4346	400	72
1	4	318
4	1	275
1	5	318
5	1	251
1	9	318
9	1	114
1	10	318
10	1	75
1	14	318
14	1	133
1	17	318
17	1	390
1	21	318
21	1	249
1	22	318
22	1	352
1	24	318
24	1	44
1	26	318
26	1	174
1	27	318
27	1	97
1	28	318
28	1	161
1	30	318
30	1	126
1	31	318
31	1	304
1	36	318
36	1	383
1	37	318
37	1	103
1	40	318
40	1	208
1	43	318
43	1	102
1	44	318
44	1	57
1	54	318
54	1	225
1	57	318
57	1	98
1	58	318
58	1	172
1	59	318
59	1	50
1	61	318
61	1	117
1	62	318
62	1	14
1	63	318
63	1	171
1	64	318
64	1	340
1	67	318
67	1	119
1	70	318
70	1	125
1	71	318
71	1	287
1	74	318
74	1	223
1	75	318
75	1	169
1	77	318
77	1	7
1	78	318
78	1	132
1	79	318
79	1	90
1	80	318
80	1	220
1	81	318
81	1	78
1	85	318
85	1	370
1	86	318
86	1	30
1	87	318
87	1	7
1	88	318
88	1	73
1	90	318
90	1	56
1	92	318
92	1	129
1	94	318
94	1	16
1	98	318
98	1	143
1	100	318
100	1	206
1	103	318
103	1	324
1	106	318
106	1	152
1	111	318
111	1	297
1	112	318
112	1	31
1	114	318
114	1	241
1	117	318
117	1	245
1	120	318
120	1	182
1	123	318
123	1	390
1	124	318
124	1	90
1	3	318
3	1	188
1	18	318
18	1	336
1	25	318
25	1	297
1	50	318
50	1	168
1	73	318
73	1	398
1	82	318
82	1	235
1	95	318
95	1	213
1	97	318
97	1	276
1	110	318
110	1	270
1	118	318
118	1	146
1	138	318
138	1	312
1	147	318
147	1	360
1	153	318
153	1	396
1	159	318
159	1	176
1	165	318
165	1	84
1	168	318
168	1	375
1	170	318
170	1	326
1	174	318
174	1	254
1	176	318
176	1	153
1	180	318
180	1	126
1	181	318
181	1	211
1	183	318
183	1	132
1	184	318
184	1	289
1	185	318
185	1	358
1	199	318
199	1	295
1	215	318
215	1	113
1	226	318
226	1	106
1	228	318
228	1	395
1	230	318
230	1	338
1	237	318
237	1	341
1	238	318
238	1	30
1	239	318
239	1	152
1	240	318
240	1	44
1	241	318
241	1	240
1	242	318
242	1	56
1	243	318
243	1	36
1	244	318
244	1	17
1	245	318
245	1	188
1	246	318
246	1	197
1	247	318
247	1	283
1	248	318
248	1	149
1	249	318
249	1	87
1	250	318
250	1	323
1	251	318
251	1	196
1	253	318
253	1	333
1	254	318
254	1	176
1	255	318
255	1	94
1	256	318
256	1	367
1	257	318
257	1	209
1	258	318
258	1	247
1	259	318
259	1	88
1	260	318
260	1	154
1	261	318
261	1	134
1	262	318
262	1	105
1	263	318
263	1	12
1	264	318
264	1	137
1	265	318
265	1	299
1	266	318
266	1	210
1	267	318
267	1	110
1	268	318
268	1	118
1	269	318
269	1	5
1	270	318
270	1	294
1	271	318
271	1	303
1	272	318
272	1	280
1	273	318
273	1	25
1	274	318
274	1	385
1	275	318
275	1	334
1	276	318
276	1	41
1	277	318
277	1	298
1	278	318
278	1	362
1	279	318
279	1	56
1	280	318
280	1	240
1	281	318
281	1	382
1	282	318
282	1	9
1	283	318
283	1	55
1	284	318
284	1	203
1	285	318
285	1	277
1	286	318
286	1	368
1	287	318
287	1	73
1	288	318
288	1	110
1	289	318
289	1	120
1	290	318
290	1	245
1	291	318
291	1	52
1	292	318
292	1	294
1	293	318
293	1	110
1	294	318
294	1	387
1	295	318
295	1	323
1	296	318
296	1	225
1	297	318
297	1	142
1	299	318
299	1	363
1	300	318
300	1	317
1	301	318
301	1	207
1	302	318
302	1	48
1	303	318
303	1	252
1	304	318
304	1	391
1	305	318
305	1	341
1	306	318
306	1	389
1	307	318
307	1	234
1	308	318
308	1	393
1	309	318
309	1	210
1	310	318
310	1	45
1	311	318
311	1	129
1	312	318
312	1	130
1	313	318
313	1	364
1	314	318
314	1	137
1	315	318
315	1	61
1	316	318
316	1	361
1	317	318
317	1	318
1	318	318
318	1	201
1	319	318
319	1	60
1	320	318
320	1	334
1	321	318
321	1	62
1	322	318
322	1	376
1	323	318
323	1	200
1	324	318
324	1	213
1	325	318
325	1	47
1	326	318
326	1	179
1	327	318
327	1	261
1	328	318
328	1	90
1	329	318
329	1	297
1	330	318
330	1	257
1	331	318
331	1	86
1	332	318
332	1	371
1	333	318
333	1	361
1	334	318
334	1	75
1	335	318
335	1	119
1	336	318
336	1	327
1	337	318
337	1	211
1	338	318
338	1	337
1	339	318
339	1	97
1	340	318
340	1	301
1	341	318
341	1	60
1	342	318
342	1	136
1	343	318
343	1	77
1	344	318
344	1	138
1	345	318
345	1	357
1	346	318
346	1	186
1	347	318
347	1	49
1	348	318
348	1	386
1	349	318
349	1	78
1	350	318
350	1	390
1	351	318
351	1	211
1	352	318
352	1	377
1	353	318
353	1	14
1	354	318
354	1	132
1	355	318
355	1	359
1	356	318
356	1	37
1	357	318
357	1	97
1	358	318
358	1	32
1	359	318
359	1	14
1	360	318
360	1	229
1	361	318
361	1	350
1	362	318
362	1	292
1	363	318
363	1	162
1	384	318
384	1	218
1	397	318
397	1	394
1	400	318
400	1	45
1	401	318
401	1	328
1	405	318
405	1	325
1	412	318
412	1	199
1	414	318
414	1	277
1	420	318
420	1	368
1	424	318
424	1	352
1	427	318
427	1	307
1	449	318
449	1	85
1	469	318
469	1	84
1	471	318
471	1	106
1	483	318
483	1	20
1	500	318
500	1	172
1	504	318
504	1	184
1	513	318
513	1	5
1	528	318
528	1	279
1	530	318
530	1	94
1	532	318
532	1	400
1	533	318
533	1	200
1	538	318
538	1	162
1	540	318
540	1	22
1	558	318
558	1	123
1	573	318
573	1	40
1	617	318
617	1	39
1	704	318
704	1	305
1	745	318
745	1	337
1	759	318
759	1	217
1	766	318
766	1	312
1	770	318
770	1	381
1	782	318
782	1	141
1	789	318
789	1	92
1	811	318
811	1	197
1	816	318
816	1	356
1	821	318
821	1	296
1	823	318
823	1	397
1	838	318
838	1	344
1	858	318
858	1	45
1	860	318
860	1	376
1	964	318
964	1	151
1	980	318
980	1	124
1	1008	318
1008	1	133
1	1011	318
1011	1	269
1	1013	318
1013	1	243
1	1017	318
1017	1	381
1	1025	318
1025	1	113
1	1047	318
1047	1	66
1	1052	318
1052	1	246
1	1068	318
1068	1	204
1	1082	318
1082	1	349
1	1126	318
1126	1	140
1	1139	318
1139	1	322
1	1158	318
1158	1	222
1	1262	318
1262	1	237
1	1265	318
1265	1	244
1	1270	318
1270	1	348
1	1286	318
1286	1	212
1	1327	318
1327	1	73
1	1480	318
1480	1	228
1	1483	318
1483	1	24
1	1501	318
1501	1	23
1	1550	318
1550	1	289
1	1568	318
1568	1	359
1	1612	318
1612	1	400
1	1758	318
1758	1	323
1	1839	318
1839	1	276
1	1856	318
1856	1	30
1	1886	318
1886	1	344
1	1993	318
1993	1	258
1	2107	318
2107	1	281
1	2119	318
2119	1	37
1	2198	318
2198	1	220
1	2389	318
2389	1	197
1	2390	318
2390	1	244
1	2447	318
2447	1	174
1	2453	318
2453	1	287
1	2553	318
2553	1	206
1	2773	318
2773	1	181
1	3186	318
3186	1	257
1	506	318
506	1	396
1	484	318
484	1	135
1	576	318
576	1	54
1	381	318
381	1	338
1	380	318
380	1	301
1	1221	318
1221	1	303
1	218	318
218	1	132
1	1271	318
1271	1	42
1	390	318
390	1	43
1	966	318
966	1	199
1	1388	318
1388	1	289
1	131	318
131	1	211
1	134	318
134	1	67
1	223	318
223	1	16
1	364	318
364	1	43
1	365	318
365	1	347
1	2436	318
2436	1	26
1	374	318
374	1	358
1	394	318
394	1	319
1	924	318
924	1	70
1	426	318
426	1	371
1	461	318
461	1	76
1	1502	318
1502	1	199
1	1533	318
1533	1	190
1	959	318
959	1	2
1	1558	318
1558	1	183
1	1561	318
1561	1	43
1	1566	318
1566	1	260
1	386	318
386	1	44
1	1308	318
1308	1	163
1	1575	318
1575	1	298
1	1751	318
1751	1	314
1	1811	318
1811	1	12
1	169	318
169	1	287
1	368	318
368	1	302
1	373	318
373	1	92
1	378	318
378	1	62
1	1623	318
1623	1	121
1	376	318
376	1	210
1	388	318
388	1	146
1	493	318
493	1	6
1	972	318
972	1	169
1	1734	318
1734	1	378
1	2210	318
2210	1	359
1	2404	318
2404	1	54
1	2730	318
2730	1	380
1	590	318
590	1	168
1	1105	318
1105	1	293
1	1671	318
1671	1	365
1	1677	318
1677	1	378
1	1682	318
1682	1	379
1	1685	318
1685	1	24
1	1687	318
1687	1	43
1	2656	318
2656	1	360
1	3016	318
3016	1	318
1	556	318
556	1	134
1	1119	318
1119	1	33
1	1711	318
1711	1	357
1	1727	318
1727	1	215
1	370	318
370	1	89
1	2439	318
2439	1	71
1	178	318
178	1	237
1	377	318
377	1	390
1	1113	318
1113	1	179
1	458	318
458	1	383
1	1810	318
1810	1	167
1	382	318
382	1	173
1	391	318
391	1	190
1	713	318
713	1	59
1	721	318
721	1	12
1	847	318
847	1	372
1	1813	318
1813	1	188
1	1814	318
1814	1	125
1	995	318
995	1	281
1	1088	318
1088	1	199
1	1093	318
1093	1	35
1	1706	318
1706	1	25
1	1777	318
1777	1	315
1	1828	318
1828	1	118
1	1848	318
1848	1	97
1	1863	318
1863	1	280
1	2113	318
2113	1	262
1	2176	318
2176	1	362
1	2387	318
2387	1	309
1	2462	318
2462	1	162
1	2558	318
2558	1	130
1	2607	318
2607	1	395
1	2655	318
2655	1	40
1	2989	318
2989	1	104
1	3021	318
3021	1	28
1	3027	318
3027	1	250
1	3085	318
3085	1	142
1	4841	318
4841	1	229
1	1403	318
1403	1	157
1	1510	318
1510	1	363
1	1822	318
1822	1	245
1	729	318
729	1	290
1	989	318
989	1	64
1	997	318
997	1	136
1	372	318
372	1	154
1	1579	318
1579	1	336
1	472	318
472	1	38
1	2208	318
2208	1	116
1	2244	318
2244	1	138
1	835	318
835	1	171
1	1027	318
1027	1	379
1	1360	318
1360	1	265
1	2359	318
2359	1	159
1	1969	318
1969	1	129
1	727	318
727	1	68
1	780	318
780	1	79
1	1118	318
1118	1	249
1	2382	318
2382	1	160
1	4837	318
4837	1	67
1	598	318
598	1	17
1	1750	318
1750	1	109
1	1900	318
1900	1	377
1	2092	318
2092	1	373
1	2412	318
2412	1	268
1	1304	318
1304	1	77
1	2437	318
2437	1	83
1	1072	318
1072	1	234
1	2449	318
2449	1	358
1	211	318
211	1	45
1	1030	318
1030	1	132
1	1352	318
1352	1	267
1	1438	318
1438	1	232
1	2175	318
2175	1	51
1	2514	318
2514	1	114
1	2523	318
2523	1	264
1	2529	318
2529	1	318
1	851	318
851	1	9
1	1576	318
1576	1	64
1	2594	318
2594	1	132
1	2497	318
2497	1	334
1	2605	318
2605	1	271
1	367	318
367	1	84
1	379	318
379	1	273
1	1401	318
1401	1	239
1	1989	318
1989	1	374
1	1015	318
1015	1	380
1	2081	318
2081	1	340
1	2098	318
2098	1	373
1	2539	318
2539	1	296
1	2731	318
2731	1	219
1	977	318
977	1	218
1	1340	318
1340	1	328
1	389	318
389	1	2
1	1341	318
1341	1	245
1	1400	318
1400	1	300
1	2914	318
2914	1	49
1	1871	318
1871	1	40
1	2926	318
2926	1	332
1	2006	318
2006	1	122
1	366	318
366	1	62
1	371	318
371	1	348
1	2582	318
2582	1	255
1	2822	318
2822	1	263
1	225	318
225	1	121
1	1544	318
1544	1	159
1	2441	318
2441	1	126
1	589	318
589	1	288
1	968	318
968	1	347
1	638	318
638	1	8
1	375	318
375	1	136
1	2576	318
2576	1	252
1	2015	318
2015	1	134
1	470	318
470	1	317
1	387	318
387	1	311
1	3116	318
3116	1	16
1	1494	318
1494	1	91
1	1588	318
1588	1	400
1	1358	318
1358	1	21
1	2466	318
2466	1	260
1	3141	318
3141	1	156
1	1021	318
1021	1	231
1	3205	318
3205	1	150
1	2757	318
2757	1	146
1	2759	318
2759	1	76
1	1770	318
1770	1	300
1	392	318
392	1	265
1	2715	318
2715	1	116
1	1029	318
1029	1	317
1	3215	318
3215	1	324
1	1162	318
1162	1	75
1	1182	318
1182	1	120
1	1640	318
1640	1	252
1	2697	318
2697	1	130
1	2689	318
2689	1	90
1	655	318
655	1	137
1	395	318
395	1	49
1	2194	318
2194	1	377
1	1613	318
1613	1	309
1	2807	318
2807	1	203
1	1755	318
1755	1	211
1	2066	318
2066	1	77
1	3296	318
3296	1	66
1	369	318
369	1	225
1	2057	318
2057	1	6
1	383	318
383	1	348
1	385	318
385	1	179
1	393	318
393	1	72
1	3488	318
3488	1	233
1	1399	318
1399	1	88
1	1101	318
1101	1	162
1	1590	318
1590	1	195
1	2048	318
2048	1	382
1	3412	318
3412	1	182
1	724	318
724	1	207
1	2197	318
2197	1	322
1	1014	318
1014	1	264
1	2420	318
2420	1	10
1	3523	318
3523	1	322
1	3290	318
3290	1	126
1	435	318
435	1	119
1	433	318
433	1	142
1	3372	318
3372	1	33
1	2351	318
2351	1	373
1	2677	318
2677	1	93
1	3519	318
3519	1	42
1	2588	318
2588	1	377
1	2716	318
2716	1	248
1	2952	318
2952	1	94
1	3140	318
3140	1	125
1	2688	318
2688	1	324
1	3000	318
3000	1	345
1	3194	318
3194	1	92
1	4149	318
4149	1	183
1	3528	318
3528	1	148
1	516	318
516	1	387
1	2650	318
2650	1	164
1	973	318
973	1	204
1	2079	318
2079	1	1
1	3158	318
3158	1	394
1	3633	318
3633	1	58
1	3010	318
3010	1	14
1	2700	318
2700	1	276
1	1102	318
1102	1	332
1	2010	318
2010	1	180
1	1117	318
1117	1	73
1	3747	318
3747	1	34
1	3306	318
3306	1	155
1	3809	318
3809	1	320
1	2977	318
2977	1	181
1	3200	318
3200	1	148
1	3847	318
3847	1	181
1	3919	318
3919	1	133
1	2012	318
2012	1	293
1	3009	318
3009	1	222
1	662	318
662	1	237
1	2498	318
2498	1	42
1	4064	318
4064	1	159
1	2513	318
2513	1	351
1	2625	318
2625	1	208
1	2096	318
2096	1	112
1	2987	318
2987	1	323
1	3535	318
3535	1	368
1	786	318
786	1	178
1	2647	318
2647	1	165
1	3435	318
3435	1	127
1	2004	318
2004	1	36
1	1098	318
1098	1	259
1	3706	318
3706	1	176
1	1357	318
1357	1	4
1	3024	318
3024	1	52
1	3450	318
3450	1	170
1	1074	318
1074	1	236
1	2985	318
2985	1	164
1	4183	318
4183	1	370
1	3331	318
3331	1	82
1	2698	318
2698	1	238
1	3289	318
3289	1	152
1	4094	318
4094	1	220
1	4154	318
4154	1	214
1	1110	318
1110	1	102
1	3619	318
3619	1	239
1	3455	318
3455	1	383
1	2391	318
2391	1	291
1	3097	318
3097	1	300
1	4309	318
4309	1	237
1	3256	318
3256	1	283
1	4394	318
4394	1	266
2	5	148
5	2	251
2	9	148
9	2	114
2	10	148
10	2	75
2	11	148
11	2	216
2	21	148
21	2	249
2	22	148
22	2	352
2	23	148
23	2	258
2	27	148
27	2	97
2	28	148
28	2	161
2	30	148
30	2	126
2	32	148
32	2	244
2	44	148
44	2	57
2	46	148
46	2	239
2	47	148
47	2	372
2	50	148
50	2	168
2	54	148
54	2	225
2	61	148
61	2	117
2	68	148
68	2	300
2	75	148
75	2	169
2	82	148
82	2	235
2	84	148
84	2	367
2	85	148
85	2	370
2	88	148
88	2	73
2	93	148
93	2	316
2	95	148
95	2	213
2	96	148
96	2	194
2	97	148
97	2	276
2	98	148
98	2	143
2	103	148
103	2	324
2	111	148
111	2	297
2	112	148
112	2	31
2	114	148
114	2	241
2	115	148
115	2	103
2	117	148
117	2	245
2	138	148
138	2	312
2	147	148
147	2	360
2	153	148
153	2	396
2	181	148
181	2	211
2	183	148
183	2	132
2	228	148
228	2	395
2	240	148
240	2	44
2	248	148
248	2	149
2	250	148
250	2	323
2	253	148
253	2	333
2	261	148
261	2	134
2	263	148
263	2	12
2	279	148
279	2	56
2	288	148
288	2	110
2	291	148
291	2	52
2	296	148
296	2	225
2	307	148
307	2	234
2	312	148
312	2	130
2	313	148
313	2	364
2	332	148
332	2	371
2	343	148
343	2	77
2	354	148
354	2	132
2	400	148
400	2	45
2	401	148
401	2	328
2	405	148
